action_agreement_to_full,action_agreement_to_target,buffered_final_steps,distill_steps,env,episodes_per_task,eval_mode,eval_seconds,family,feature_mode,final_loss,full_iters,gamma,iters,max_episode_steps,method,model_max_steps,model_rollout_mode,n_actions,n_states,operator_iters,overall_success,rank_ce_weight,seed,steps_per_iter,target_buffer_monotone,target_buffer_reset_final,task1_length,task1_success,task2_length,task2_success,task3_length,task3_success,task4_length,task4_success,task5_length,task5_success,task_ids,train_seconds,transition_l1,transition_model,transition_oracle_l1,transition_oracle_top1,transition_seed,transition_steps,transition_target_source,transition_top1,value_hidden_dims,value_max_abs_to_full,value_max_abs_to_target,value_mse_to_full,value_mse_to_target,value_seed,warmup_steps
0.9585858585858585,0.9777777777777777,5000,2700,pointmaze-teleport-stitch-v0,10,env,1.2555373029899783,qhead,raw_obs_onehot,0.003917156718671322,180,0.995,6,,qhead_sto_trl_buffered_reset_final,,,4,45,6,0.9800000000000001,1.0,0,350,True,True,401.3,0.9,246.8,1.0,235.2,1.0,406.5,1.0,425.9,1.0,all,33.40636192203965,0.007263472724417972,raw_obs_mlp,0.05177454499993649,0.9555555555555556,0,2000,dataset_cell_changes,0.9591836734693877,"256,256",1.0,1.0,0.0089437006803261,0.008252347047093798,0,600
0.9585858585858585,0.9777777777777777,5000,2700,pointmaze-teleport-stitch-v0,10,env,1.2184452069923282,qhead,raw_obs_onehot,0.003982179798185825,180,0.995,6,,qhead_sto_trl_target_fit,,,4,45,6,0.9800000000000001,1.0,0,350,,,401.3,0.9,246.8,1.0,235.2,1.0,406.5,1.0,425.9,1.0,all,11.81439287198009,0.007263472724417972,raw_obs_mlp,0.05177454499993649,0.9555555555555556,0,2000,dataset_cell_changes,0.9591836734693877,"256,256",1.0,1.0,0.008881174280417114,0.00827733521403094,0,600
0.9808080808080808,1.0,5000,2700,pointmaze-teleport-stitch-v0,10,env,1.2026931069558486,table,raw_obs_onehot,0.0,180,0.995,6,,table_sto_trl_matched,,,4,45,0,0.9800000000000001,1.0,0,350,,,401.3,0.9,246.8,1.0,235.2,1.0,406.5,1.0,425.9,1.0,all,0.0,0.007263472724417972,raw_obs_mlp,0.05177454499993649,0.9555555555555556,0,2000,dataset_cell_changes,0.9591836734693877,"256,256",0.26652031125348463,0.0,0.0012558622476503635,0.0,0,600
1.0,1.0,5000,2700,pointmaze-teleport-stitch-v0,10,env,1.2185662730480544,table,raw_obs_onehot,0.0,180,0.995,180,,table_full_bellman,,,4,45,0,0.9800000000000001,1.0,0,350,,,419.3,0.9,246.8,1.0,235.2,1.0,406.5,1.0,425.9,1.0,all,0.0,0.007263472724417972,raw_obs_mlp,0.05177454499993649,0.9555555555555556,0,2000,dataset_cell_changes,0.9591836734693877,"256,256",0.0,0.0,0.0,0.0,0,600
0.9585858585858585,0.9777777777777777,5000,2700,pointmaze-teleport-stitch-v0,10,env,1.4638621070189402,qhead,raw_obs_onehot,0.003917156718671322,180,0.995,6,,qhead_sto_trl_buffered_reset_final,,,4,45,6,0.8800000000000001,1.0,1,350,True,True,401.9,0.9,322.4,0.9,387.9,0.8,524.5,0.8,427.7,1.0,all,33.40636192203965,0.007263472724417972,raw_obs_mlp,0.05177454499993649,0.9555555555555556,0,2000,dataset_cell_changes,0.9591836734693877,"256,256",1.0,1.0,0.0089437006803261,0.008252347047093798,0,600
0.9585858585858585,0.9777777777777777,5000,2700,pointmaze-teleport-stitch-v0,10,env,1.4628338500042446,qhead,raw_obs_onehot,0.003982179798185825,180,0.995,6,,qhead_sto_trl_target_fit,,,4,45,6,0.8800000000000001,1.0,1,350,,,401.9,0.9,322.4,0.9,387.9,0.8,524.5,0.8,427.7,1.0,all,11.81439287198009,0.007263472724417972,raw_obs_mlp,0.05177454499993649,0.9555555555555556,0,2000,dataset_cell_changes,0.9591836734693877,"256,256",1.0,1.0,0.008881174280417114,0.00827733521403094,0,600
0.9808080808080808,1.0,5000,2700,pointmaze-teleport-stitch-v0,10,env,1.4472411530441605,table,raw_obs_onehot,0.0,180,0.995,6,,table_sto_trl_matched,,,4,45,0,0.8800000000000001,1.0,1,350,,,401.9,0.9,322.4,0.9,387.9,0.8,524.5,0.8,427.7,1.0,all,0.0,0.007263472724417972,raw_obs_mlp,0.05177454499993649,0.9555555555555556,0,2000,dataset_cell_changes,0.9591836734693877,"256,256",0.26652031125348463,0.0,0.0012558622476503635,0.0,0,600
1.0,1.0,5000,2700,pointmaze-teleport-stitch-v0,10,env,1.5092628889833577,table,raw_obs_onehot,0.0,180,0.995,180,,table_full_bellman,,,4,45,0,0.8800000000000001,1.0,1,350,,,419.9,0.9,322.4,0.9,387.9,0.8,524.5,0.8,427.7,1.0,all,0.0,0.007263472724417972,raw_obs_mlp,0.05177454499993649,0.9555555555555556,0,2000,dataset_cell_changes,0.9591836734693877,"256,256",0.0,0.0,0.0,0.0,0,600
0.9585858585858585,0.9777777777777777,5000,2700,pointmaze-teleport-stitch-v0,10,env,1.3003867550287396,qhead,raw_obs_onehot,0.003917156718671322,180,0.995,6,,qhead_sto_trl_buffered_reset_final,,,4,45,6,0.9400000000000001,1.0,2,350,True,True,404.0,0.9,320.9,0.9,238.1,1.0,408.3,1.0,483.0,0.9,all,33.40636192203965,0.007263472724417972,raw_obs_mlp,0.05177454499993649,0.9555555555555556,0,2000,dataset_cell_changes,0.9591836734693877,"256,256",1.0,1.0,0.0089437006803261,0.008252347047093798,0,600
0.9585858585858585,0.9777777777777777,5000,2700,pointmaze-teleport-stitch-v0,10,env,1.3397529830108397,qhead,raw_obs_onehot,0.003982179798185825,180,0.995,6,,qhead_sto_trl_target_fit,,,4,45,6,0.9400000000000001,1.0,2,350,,,404.0,0.9,320.9,0.9,238.1,1.0,408.3,1.0,483.0,0.9,all,11.81439287198009,0.007263472724417972,raw_obs_mlp,0.05177454499993649,0.9555555555555556,0,2000,dataset_cell_changes,0.9591836734693877,"256,256",1.0,1.0,0.008881174280417114,0.00827733521403094,0,600
