advance_distance,bc_batch_size,bc_hidden_dims,bc_layer_norm,bc_lr,bc_max_future,bc_min_future,bc_rel_scale,bc_seed,bc_steps,env,env_load_seconds,episodes_per_task,eval_action_repeat,eval_seconds,full_iters,gamma,goal_candidate_mode,goal_candidates_per_state,goal_index_cache_hit,goal_index_seconds,goal_representation,iters,max_episode_steps,method,min_jump_count,n_actions,n_states,overall_success,path_mode,policy_eval_backend,policy_seconds,profile_action_ms_per_call,profile_action_seconds,profile_env_step_ms,profile_env_step_seconds,profile_env_steps,profile_policy_calls,profile_reset_seconds,seed,setup_seconds,task4_final_dist,task4_final_x,task4_final_y,task4_length,task4_success,task5_final_dist,task5_final_x,task5_final_y,task5_length,task5_success,task_ids,topology_cache_hit,topology_seconds,transition_ce,transition_kl,transition_l1,transition_lr,transition_max_abs,transition_model,transition_oracle_kl,transition_oracle_l1,transition_oracle_max_abs,transition_oracle_top1,transition_samples_per_row,transition_seconds,transition_seed,transition_steps,transition_target_source,transition_top1,value_seconds,waypoint_lookahead
1.5,2048,"256,256,256",1,0.0003,30,1,12.614615440368652,0,20000,antmaze-teleport-stitch-v0,0.9081128660473041,5,1,4.74401379597839,180,0.995,body_nearest,16,1,0.00011625001206994057,full,6,,sto_trl_matched,20,4,45,1.0,greedy,jax,0.148981679987628,0.37803638963403124,2.490503734908998,0.3366021853248217,2.2175351969199255,6588.0,6588.0,0.019766766054090112,0,1.0796420640544966,0.4206604145799334,35.981995776367825,23.69021502706018,616.6,1.0,0.43402727584042805,-0.3331182808493054,24.269233324980366,701.0,1.0,"4,5",1,0.0001401510089635849,,,,0.3,,topology,,,,,20,6.529735401272774e-07,0,1000,topology_samples,,0.022051943989936262,1
