action_scale,env,episodes_per_task,full_iters,gamma,iters,method,n_actions,n_states,overall_success,seed,task5_success,task_ids,topology_source,transition_ce,transition_fallback_rows,transition_fitted_rows,transition_kl,transition_l1,transition_lr,transition_max_abs,transition_model,transition_seed,transition_steps,transition_target_source,transition_top1,transition_train_seconds
0.2,pointmaze-teleport-stitch-v0,5,180,0.995,6,bellman_matched,4,45,0.6,0,0.6,5,dataset,0.06000349827775618,0,180,0.0002847392316964667,0.0005693973306944404,0.3,0.0002868334940581141,table_softmax,0,500,topology,1.0,0.06350992596708238
0.2,pointmaze-teleport-stitch-v0,5,180,0.995,6,sto_trl_matched,4,45,1.0,0,1.0,5,dataset,0.06000349827775618,0,180,0.0002847392316964667,0.0005693973306944404,0.3,0.0002868334940581141,table_softmax,0,500,topology,1.0,0.06350992596708238
0.2,pointmaze-teleport-stitch-v0,5,180,0.995,180,bellman_full,4,45,1.0,0,1.0,5,dataset,0.06000349827775618,0,180,0.0002847392316964667,0.0005693973306944404,0.3,0.0002868334940581141,table_softmax,0,500,topology,1.0,0.06350992596708238
