action_scale,env,episodes_per_task,full_iters,gamma,iters,method,n_actions,n_states,overall_success,seed,task1_success,task2_success,task3_success,task4_success,task5_success,task_ids,topology_source,transition_ce,transition_fallback_rows,transition_fitted_rows,transition_hidden_dims,transition_kl,transition_l1,transition_lr,transition_max_abs,transition_mlp_lr,transition_model,transition_oracle_kl,transition_oracle_l1,transition_oracle_max_abs,transition_oracle_top1,transition_samples_per_row,transition_seed,transition_steps,transition_target_source,transition_top1,transition_train_seconds,value_action_agreement,value_hidden_dims,value_loss,value_max_abs,value_mlp_lr,value_model,value_mse,value_policy_ce_weight,value_seed,value_steps,value_train_seconds
0.2,pointmaze-teleport-stitch-v0,20,180,0.995,6,sto_trl_matched,4,45,0.9800000000000001,0,0.9,1.0,1.0,1.0,1.0,all,dataset,0.07819055710695469,82,98,"128,128",0.00046793073733809865,0.007263472724417972,0.3,0.06092726320109065,0.003,raw_obs_mlp,0.24934858332598409,0.05177454499993649,0.999959637860867,0.9555555555555556,50,0,2000,dataset_cell_changes,0.9591836734693877,1.1256459780270234,1.0,"256,256",0.0,0.0,0.003,table,0.0,0.0,0,3000,0.0
