bc_batch_size,bc_hidden_dims,bc_layer_norm,bc_lr,bc_max_future,bc_min_future,bc_rel_scale,bc_steps,env,episodes_per_task,full_iters,gamma,goal_representation,iters,method,min_jump_count,n_actions,n_states,overall_success,seed,task1_final_dist,task1_final_x,task1_final_y,task1_length,task1_success,task2_final_dist,task2_final_x,task2_final_y,task2_length,task2_success,task3_final_dist,task3_final_x,task3_final_y,task3_length,task3_success,task4_final_dist,task4_final_x,task4_final_y,task4_length,task4_success,task5_final_dist,task5_final_x,task5_final_y,task5_length,task5_success,task_ids,waypoint_lookahead
1024,"256,256,256",1,0.0003,30,1,9.896982192993164,1000,antmaze-teleport-navigate-v0,1,180,0.995,full,6,bellman_matched,20,4,45,0.2,0,42.54033405493386,35.70969671601409,-0.8141615520700398,1000.0,0.0,26.728167081876723,23.349584883916645,-0.417779821380615,1000.0,0.0,0.4007185580995561,35.17293051771616,23.15969226438872,141.0,1.0,26.943199005763795,22.348626978040464,0.1304572085877942,1000.0,0.0,34.48284579101611,24.339947964097394,-0.283880091427761,1000.0,0.0,all,1
1024,"256,256,256",1,0.0003,30,1,9.896982192993164,1000,antmaze-teleport-navigate-v0,1,180,0.995,full,6,sto_trl_matched,20,4,45,0.6,0,0.41101465529098113,1.00435420201802,23.643000212463782,672.0,1.0,0.49806768055117673,35.39070565731929,22.891102055131658,723.0,1.0,0.40021556549730036,35.00851436708972,23.28882800689762,532.0,1.0,40.408529590353595,1.6764782595785364,1.3946777940894228,1000.0,0.0,27.856408057545465,27.124308365431457,17.774038404429508,1000.0,0.0,all,1
1024,"256,256,256",1,0.0003,30,1,9.896982192993164,1000,antmaze-teleport-navigate-v0,1,180,0.995,full,180,bellman_full,20,4,45,0.6,0,0.42726937318417313,1.0183309003541334,23.65186287352301,672.0,1.0,0.48937796536497163,35.45583798546229,22.88245118231323,718.0,1.0,0.4386246136352829,34.91678354147293,23.37828780566658,533.0,1.0,40.408529590353595,1.6764782595785364,1.3946777940894228,1000.0,0.0,27.856408057545465,27.124308365431457,17.774038404429508,1000.0,0.0,all,1
