advance_distance,bc_batch_size,bc_hidden_dims,bc_layer_norm,bc_lr,bc_max_future,bc_min_future,bc_rel_scale,bc_steps,env,episodes_per_task,full_iters,gamma,goal_representation,iters,method,min_jump_count,n_actions,n_states,overall_success,path_mode,seed,task4_final_dist,task4_final_x,task4_final_y,task4_length,task4_success,task5_final_dist,task5_final_x,task5_final_y,task5_length,task5_success,task_ids,waypoint_lookahead
1.5,1024,"256,256,256",1,0.0003,30,1,9.896982192993164,1000,antmaze-teleport-navigate-v0,1,180,0.995,full,6,sto_trl_matched,20,4,45,0.0,persistent,0,25.443590025785713,11.031857700251264,16.252714854024596,1000.0,0.0,30.248026072483526,27.367734287571974,11.251843280434993,1000.0,0.0,"4,5",1
1.5,1024,"256,256,256",1,0.0003,30,1,9.896982192993164,1000,antmaze-teleport-navigate-v0,1,180,0.995,full,180,bellman_full,20,4,45,0.0,persistent,0,25.443590025785713,11.031857700251264,16.252714854024596,1000.0,0.0,30.248026072483526,27.367734287571974,11.251843280434993,1000.0,0.0,"4,5",1
