action_bin_levels,action_gain,action_mode,action_scale,action_smoothing,action_threshold,bc_eval_backend,bc_policy,cell_size,env,episodes_per_task,eval_seconds,gamma,iters,max_episode_steps,method,n_edges,n_states,overall_success,polish_iters,profile_action_ms_per_step,profile_action_seconds,profile_env_step_ms,profile_env_step_seconds,profile_env_steps,profile_reset_seconds,proximity_weight,q_cache_hit,q_solve_seconds,seed,task4_length,task4_success,task_ids,transition_candidates,transition_k
3,1.0,transition_value,0.2,0.0,0.25,numpy,,1.0,pointmaze-teleport-stitch-v0,1,0.386972933949437,0.995,220,,bellman_full,4598,565,0.0,0,0.2998236040584743,0.2998236040584743,0.08500428340630606,0.08500428340630606,1000.0,0.0009214800084009767,0.02,1,0.034225150011479855,0,1000.0,0.0,4,256,5
