action_scale,env,episodes_per_task,eval_mode,eval_seconds,gamma,iters,max_episode_steps,method,model_max_steps,model_rollout_mode,n_actions,n_states,overall_success,profile_action_ms_per_step,profile_action_seconds,profile_env_step_ms,profile_env_step_seconds,profile_env_steps,profile_reset_seconds,seed,task1_length,task1_success,task2_length,task2_success,task3_length,task3_success,task4_length,task4_success,task5_length,task5_success,task_ids,topology_source
0.2,pointmaze-teleport-stitch-v0,1,env,0.1707501719938591,0.995,6,400,sto_trl_matched,,,4,45,0.6,0.01309190213528471,0.021365984284784645,0.08559977262242076,0.13969882891979069,1632.0,0.00700339995091781,0,354.0,1.0,245.0,1.0,233.0,1.0,400.0,0.0,400.0,0.0,all,dataset
0.2,pointmaze-teleport-stitch-v0,1,env,0.13558309600921348,0.995,180,400,bellman_full,,,4,45,0.6,0.009724527640797781,0.01587042910978198,0.06903541600645528,0.11266579892253503,1632.0,0.005439251952338964,0,354.0,1.0,245.0,1.0,233.0,1.0,400.0,0.0,400.0,0.0,all,dataset
