action_bin_levels,action_gain,action_mode,action_scale,action_smoothing,action_threshold,bc_eval_backend,bc_policy,cell_size,env,episodes_per_task,eval_seconds,gamma,iters,max_episode_steps,method,n_edges,n_states,overall_success,polish_iters,profile_action_ms_per_step,profile_action_seconds,profile_env_step_ms,profile_env_step_seconds,profile_env_steps,profile_reset_seconds,proximity_weight,q_cache_hit,q_solve_seconds,seed,task4_length,task4_success,task_ids,transition_candidates,transition_k
3,1.0,bc_persistent_waypoint,0.2,0.0,0.25,numpy,results/policies/pointmaze_stitch_fullgoal_bc_5k.pkl,1.0,pointmaze-teleport-stitch-v0,1,0.13557556900195777,0.995,220,,bellman_full,4598,565,0.0,0,0.045007709588389844,0.045007709588389844,0.08874187880428508,0.08874187880428508,1000.0,0.0009459899738430977,0.02,1,0.030140845978166908,0,1000.0,0.0,4,256,5
