advance_distance,bc_batch_size,bc_hidden_dims,bc_layer_norm,bc_lr,bc_max_future,bc_min_future,bc_rel_scale,bc_seed,bc_steps,env,env_load_seconds,episodes_per_task,eval_action_repeat,eval_seconds,full_iters,gamma,goal_candidate_mode,goal_candidates_per_state,goal_index_cache_hit,goal_index_seconds,goal_representation,iters,max_episode_steps,method,min_jump_count,n_actions,n_states,overall_success,path_mode,policy_eval_backend,policy_seconds,seed,setup_seconds,task5_final_dist,task5_final_x,task5_final_y,task5_length,task5_success,task_ids,topology_cache_hit,topology_seconds,value_seconds,waypoint_lookahead
1.5,1024,"256,256,256",1,0.0003,30,1,12.563998222351074,0,1000,pointmaze-teleport-stitch-v0,0.18201829498866573,5,1,1.0931520860176533,180,0.995,body_nearest,16,0,0.9334995420067571,full,6,,sto_trl_matched,20,4,45,1.0,greedy,jax,9.123608332010917,0,12.66063960903557,0.930334092442196,0.689822003522859,24.213377242011923,585.6,1.0,5,0,2.398303739959374,0.02233727101702243,1
