advance_distance,bc_batch_size,bc_hidden_dims,bc_layer_norm,bc_lr,bc_max_future,bc_min_future,bc_rel_scale,bc_seed,bc_steps,env,env_load_seconds,episodes_per_task,eval_action_repeat,eval_seconds,full_iters,gamma,goal_candidate_mode,goal_candidates_per_state,goal_index_cache_hit,goal_index_seconds,goal_representation,iters,max_episode_steps,method,min_jump_count,n_actions,n_states,overall_success,path_mode,policy_eval_backend,policy_seconds,seed,setup_seconds,task4_final_dist,task4_final_x,task4_final_y,task4_length,task4_success,task5_final_dist,task5_final_x,task5_final_y,task5_length,task5_success,task_ids,topology_cache_hit,topology_seconds,value_seconds,waypoint_lookahead
1.5,2048,"256,256,256",1,0.0003,30,1,9.896982192993164,0,50000,antmaze-teleport-navigate-v0,0.9081812730291858,20,1,18.64113002398517,180,0.995,body_nearest,16,1,0.00014596199616789818,full,6,,bellman_matched,20,4,45,0.35,greedy,jax,0.14503906504251063,0,1.0744840070256032,16.05715761731652,28.684209860611315,9.60043431043902,644.75,0.4,24.489865383827535,20.853235776161057,15.345556550928467,728.35,0.3,"4,5",1,0.00020186795154586434,0.02061046496964991,1
1.5,2048,"256,256,256",1,0.0003,30,1,9.896982192993164,0,50000,antmaze-teleport-navigate-v0,0.9081812730291858,20,1,19.023919203027617,180,0.995,body_nearest,16,1,0.00014596199616789818,full,6,,sto_trl_matched,20,4,45,0.925,greedy,jax,0.14503906504251063,0,1.0744840070256032,0.43973256266633554,35.90761365769538,23.666718827014115,638.05,1.0,3.8172109047493317,1.044286169912367,20.842558898972186,753.75,0.85,"4,5",1,0.00020186795154586434,0.02061046496964991,1
