advance_distance,bc_batch_size,bc_hidden_dims,bc_layer_norm,bc_lr,bc_max_future,bc_min_future,bc_rel_scale,bc_seed,bc_steps,env,env_load_seconds,episodes_per_task,eval_action_repeat,eval_seconds,full_iters,gamma,goal_candidate_mode,goal_candidates_per_state,goal_index_cache_hit,goal_index_seconds,goal_representation,iters,max_episode_steps,method,min_jump_count,n_actions,n_states,overall_success,path_mode,policy_eval_backend,policy_seconds,seed,setup_seconds,task4_final_dist,task4_final_x,task4_final_y,task4_length,task4_success,task5_final_dist,task5_final_x,task5_final_y,task5_length,task5_success,task_ids,topology_cache_hit,topology_seconds,value_seconds,waypoint_lookahead
1.5,2048,"256,256,256",1,0.0003,30,1,12.614615440368652,0,20000,antmaze-teleport-stitch-v0,0.919723808998242,3,1,2.8739243149757385,180,0.995,body_nearest,16,1,0.00015501101734116673,full,6,,sto_trl_matched,20,4,45,1.0,greedy,jax,0.14750395499868318,0,1.0876169889816083,0.44169641169150814,35.9510366203628,23.831424168976813,614.6666666666666,1.0,0.4350879629921091,-0.19686404952880224,24.46805267443061,710.3333333333334,1.0,"4,5",1,0.00015424302546307445,0.019839500018861145,1
