action_scale,env,episodes_per_task,full_iters,gamma,iters,method,n_actions,n_states,overall_success,seed,task1_success,task2_success,task3_success,task4_success,task5_success,task_ids,topology_source,transition_ce,transition_fallback_rows,transition_fitted_rows,transition_kl,transition_l1,transition_lr,transition_max_abs,transition_model,transition_oracle_kl,transition_oracle_l1,transition_oracle_max_abs,transition_oracle_top1,transition_samples_per_row,transition_seed,transition_steps,transition_target_source,transition_top1,transition_train_seconds
0.2,pointmaze-teleport-navigate-v0,50,180,0.995,6,bellman_matched,4,45,0.40800000000000003,0,0.0,0.58,0.5,0.46,0.5,all,dataset,0.07734961959253588,82,98,0.00012476068674650842,0.0002495057663795771,0.3,0.00012623462068572788,table_softmax,0.2659885871568477,0.0481848445352841,0.9998738041018177,0.9777777777777777,50,0,1000,dataset_cell_changes,1.0,0.11471911298576742
0.2,pointmaze-teleport-navigate-v0,50,180,0.995,6,sto_trl_matched,4,45,0.916,0,0.9,0.94,0.88,0.9,0.96,all,dataset,0.07734961959253588,82,98,0.00012476068674650842,0.0002495057663795771,0.3,0.00012623462068572788,table_softmax,0.2659885871568477,0.0481848445352841,0.9998738041018177,0.9777777777777777,50,0,1000,dataset_cell_changes,1.0,0.11471911298576742
0.2,pointmaze-teleport-navigate-v0,50,180,0.995,180,bellman_full,4,45,0.916,0,0.9,0.94,0.88,0.9,0.96,all,dataset,0.07734961959253588,82,98,0.00012476068674650842,0.0002495057663795771,0.3,0.00012623462068572788,table_softmax,0.2659885871568477,0.0481848445352841,0.9998738041018177,0.9777777777777777,50,0,1000,dataset_cell_changes,1.0,0.11471911298576742
