advance_distance,env,episodes_per_task,eval_action_repeat,full_iters,gamma,gcfbc_batch_size,gcfbc_flow_steps,gcfbc_hidden_dims,gcfbc_layer_norm,gcfbc_lr,gcfbc_max_future,gcfbc_min_future,gcfbc_sample_temperature,gcfbc_steps,goal_candidate_mode,goal_candidates_per_state,iters,max_episode_steps,method,min_jump_count,n_actions,n_states,overall_success,path_mode,seed,task3_final_dist,task3_final_x,task3_final_y,task3_length,task3_success,task_ids,waypoint_lookahead
1.5,antmaze-teleport-navigate-v0,2,1,180,0.995,512,3,"256,256,256",1,0.0003,30,1,1.0,5000,body_nearest,16,6,,sto_trl_matched,20,4,45,0.5,greedy,0,10.02961686543619,28.771665259373144,17.305025065303358,846.5,0.5,3,1
