action_scale,env,episodes_per_task,full_iters,gamma,iters,method,n_actions,n_states,overall_success,seed,task1_success,task2_success,task3_success,task4_success,task5_success,task_ids,topology_source,transition_ce,transition_fallback_rows,transition_fitted_rows,transition_kl,transition_l1,transition_lr,transition_max_abs,transition_model,transition_oracle_kl,transition_oracle_l1,transition_oracle_max_abs,transition_oracle_top1,transition_samples_per_row,transition_seed,transition_steps,transition_target_source,transition_top1,transition_train_seconds
0.2,pointmaze-teleport-stitch-v0,20,180,0.995,6,bellman_matched,4,45,0.42000000000000004,0,0.0,0.6,0.5,0.4,0.6,all,dataset,0.07784738863189798,82,98,0.00012476226228139153,0.0002495088705309696,0.3,0.00012623462068572788,table_softmax,0.26598697883741645,0.048275170934561414,0.9998738041018177,0.9777777777777777,50,0,1000,dataset_cell_changes,1.0,0.1073055699816905
0.2,pointmaze-teleport-stitch-v0,20,180,0.995,6,sto_trl_matched,4,45,0.9800000000000001,0,0.9,1.0,1.0,1.0,1.0,all,dataset,0.07784738863189798,82,98,0.00012476226228139153,0.0002495088705309696,0.3,0.00012623462068572788,table_softmax,0.26598697883741645,0.048275170934561414,0.9998738041018177,0.9777777777777777,50,0,1000,dataset_cell_changes,1.0,0.1073055699816905
0.2,pointmaze-teleport-stitch-v0,20,180,0.995,180,bellman_full,4,45,0.9800000000000001,0,0.9,1.0,1.0,1.0,1.0,all,dataset,0.07784738863189798,82,98,0.00012476226228139153,0.0002495088705309696,0.3,0.00012623462068572788,table_softmax,0.26598697883741645,0.048275170934561414,0.9998738041018177,0.9777777777777777,50,0,1000,dataset_cell_changes,1.0,0.1073055699816905
