action_agreement_to_full,action_agreement_to_target,distill_steps,env,episodes_per_task,eval_mode,eval_seconds,family,feature_mode,final_loss,full_iters,gamma,iters,max_episode_steps,method,model_max_steps,model_rollout_mode,n_actions,n_states,operator_iters,overall_success,rank_ce_weight,seed,steps_per_iter,task4_length,task4_success,task5_length,task5_success,task_ids,train_seconds,transition_l1,transition_model,transition_oracle_l1,transition_oracle_top1,transition_seed,transition_steps,transition_target_source,transition_top1,value_hidden_dims,value_max_abs_to_full,value_max_abs_to_target,value_mse_to_full,value_mse_to_target,value_seed,warmup_steps
0.3601010101010101,0.35353535353535354,7500,pointmaze-teleport-stitch-v0,1,model,0.01767560001462698,qhead,onehot,4.3898948206333444e-05,180,0.995,6,,qhead_sto_trl,1000,exact,4,45,6,0.0015974981271548894,5.0,0,1000,999.9999936131672,1.2795362742479114e-08,998.4019292859497,0.0031949834589470364,"4,5",29.274842423037626,0.007263472724417972,raw_obs_mlp,0.05177454499993649,0.9555555555555556,0,2000,dataset_cell_changes,0.9591836734693877,"256,256",1.0,1.0,0.037493313592148574,0.04138567459196652,0,1500
0.9585858585858585,0.9777777777777777,7500,pointmaze-teleport-stitch-v0,1,model,0.021183110016863793,qhead,onehot,0.003041089978069067,180,0.995,6,,qhead_sto_trl_distill,1000,exact,4,45,0,0.9999470731507711,5.0,0,1000,25.061739883551127,0.9999364194956812,27.042169006067446,0.9999577268058609,"4,5",28.76452408800833,0.007263472724417972,raw_obs_mlp,0.05177454499993649,0.9555555555555556,0,2000,dataset_cell_changes,0.9591836734693877,"256,256",1.0,1.0,0.008942455679696593,0.008183553611367857,0,1500
0.9808080808080808,1.0,7500,pointmaze-teleport-stitch-v0,1,model,0.021345635992474854,table,onehot,0.0,180,0.995,6,,table_sto_trl_matched,1000,exact,4,45,0,0.9999470727821931,5.0,0,1000,25.06173988355113,0.9999364194956812,27.042268322012198,0.9999577260687049,"4,5",0.0,0.007263472724417972,raw_obs_mlp,0.05177454499993649,0.9555555555555556,0,2000,dataset_cell_changes,0.9591836734693877,"256,256",0.26652031125348463,0.0,0.0012558622476503635,0.0,0,1500
1.0,1.0,7500,pointmaze-teleport-stitch-v0,1,model,0.019456579990219325,table,onehot,0.0,180,0.995,180,,table_full_bellman,1000,exact,4,45,0,0.9999470727819736,5.0,0,1000,25.06173988327181,0.9999364194956792,27.042268322251324,0.9999577260682679,"4,5",0.0,0.007263472724417972,raw_obs_mlp,0.05177454499993649,0.9555555555555556,0,2000,dataset_cell_changes,0.9591836734693877,"256,256",0.0,0.0,0.0,0.0,0,1500
