action_threshold,cell_size,env,gamma,iters,method,n_edges,n_states,overall_success,task1_success,task2_success,task3_success,task4_success,task5_success
0.25,2.0,pointmaze-teleport-navigate-v0,0.98,9,sto_trl_matched,1322,182,0.0,0.0,0.0,0.0,0.0,0.0
