action_scale,env,episodes_per_task,eval_mode,eval_seconds,gamma,iters,max_episode_steps,method,model_max_steps,model_rollout_mode,n_actions,n_states,overall_success,seed,task1_length,task1_success,task2_length,task2_success,task3_length,task3_success,task4_length,task4_success,task5_length,task5_success,task_ids,topology_source
0.2,pointmaze-teleport-stitch-v0,1,model,0.01340334297856316,0.995,6,,sto_trl_matched,1000,exact,4,45,1.0,0,23.0,1.0,15.0,1.0,14.0,1.0,25.0,1.0,27.0,1.0,all,dataset
0.2,pointmaze-teleport-stitch-v0,1,model,0.0625031819799915,0.995,6,,bellman_matched,1000,exact,4,45,0.3925326049276558,0,1000.0,0.0,502.15447154470877,0.5013550135501355,495.9425111766964,0.5052388103498868,500.1490514905083,0.5013550135501355,547.1068400340752,0.4547141871881212,all,dataset
0.2,pointmaze-teleport-stitch-v0,1,model,0.009377736016176641,0.995,180,,bellman_full,1000,exact,4,45,1.0,0,23.0,1.0,15.0,1.0,14.0,1.0,25.0,1.0,27.0,1.0,all,dataset
0.2,pointmaze-teleport-stitch-v0,1,model,0.05640271300217137,0.995,6,,support_trl_matched,1000,exact,4,45,0.5063744564852468,0,494.19161649230693,0.5119617224880381,502.15447154470877,0.5013550135501355,495.9425111766964,0.5052388103498868,500.1490514905083,0.5013550135501355,491.1198461573785,0.5119617224880381,all,dataset
