advance_distance,bc_batch_size,bc_hidden_dims,bc_layer_norm,bc_lr,bc_max_future,bc_min_future,bc_rel_scale,bc_seed,bc_steps,env,env_load_seconds,episodes_per_task,eval_action_repeat,eval_seconds,full_iters,gamma,goal_candidate_mode,goal_candidates_per_state,goal_index_cache_hit,goal_index_seconds,goal_representation,iters,max_episode_steps,method,min_jump_count,n_actions,n_states,overall_success,path_mode,policy_seconds,seed,setup_seconds,task4_final_dist,task4_final_x,task4_final_y,task4_length,task4_success,task5_final_dist,task5_final_x,task5_final_y,task5_length,task5_success,task_ids,topology_cache_hit,topology_seconds,value_seconds,waypoint_lookahead
1.5,2048,"256,256,256",1,0.0003,30,1,12.614615440368652,0,20000,antmaze-teleport-stitch-v0,0.8924097589915618,5,1,3.395305611018557,180,0.995,body_nearest,16,1,0.00012395699741318822,full,6,,bellman_matched,20,4,45,0.6,greedy,0.15155502600828186,0,1.0883018209715374,11.009576993183487,30.939292253959827,14.286273057091574,462.4,0.6,13.786261216081432,9.174792773258423,14.33270255449572,512.6,0.6,"4,5",1,0.00019333104137331247,0.043603211001027375,1
1.5,2048,"256,256,256",1,0.0003,30,1,12.614615440368652,0,20000,antmaze-teleport-stitch-v0,0.8924097589915618,5,1,4.102855865960009,180,0.995,body_nearest,16,1,0.00012395699741318822,full,6,,sto_trl_matched,20,4,45,1.0,greedy,0.15155502600828186,0,1.0883018209715374,0.44084438642865037,36.15535580555941,23.720859832962617,615.0,1.0,0.45920878478255645,-0.3771919511307976,24.27040440768142,705.0,1.0,"4,5",1,0.00019333104137331247,0.043603211001027375,1
1.5,2048,"256,256,256",1,0.0003,30,1,12.614615440368652,0,20000,antmaze-teleport-stitch-v0,0.8924097589915618,5,1,4.2540480850148015,180,0.995,body_nearest,16,1,0.00012395699741318822,full,180,,bellman_full,20,4,45,1.0,greedy,0.15155502600828186,0,1.0883018209715374,0.4094193804563859,36.20545188983474,23.56306461814153,613.8,1.0,0.4535361370627105,-0.431525921742938,24.186045329961352,701.2,1.0,"4,5",1,0.00019333104137331247,0.043603211001027375,1
