covered_sa_frac,covered_state_frac,distance_mse,env,gamma,goal_reach_frac,long_horizon_mse,mean_length,median_steps,method,n_trajectories,optimal_start_action,optimal_start_value,overestimate_mean,p_success,pred_start_risky,pred_start_safe,regret,risky_action,risky_overestimate_ratio,safe_length,seed,stage,start_action,start_value,success_rate,triangle_violation_rate,true_start_risky,true_start_safe,underestimate_mean,value_mse
0.868421052631579,1.0,17196.632962310057,risky_L16_p0.02,0.98,0.49,0.019459322298520713,8.848,2.0,mc_positive,500.0,0,0.7237977205924956,0.00650932457820336,0.02,0.9603999999999999,0.7218871338821077,0.7045897205924956,1.0,50.0,16,0,risky,1.0,0.019208,0.006666666666666667,0.095,0.019208,0.7237977205924956,0.007407709808259543,0.01202588199319272
0.868421052631579,1.0,16952.273527211044,risky_L16_p0.02,0.98,0.49,1.7617201874459424e-05,8.848,16.0,mc_all_goals,500.0,0,0.7237977205924956,0.00011679538489272061,0.02,0.011167441860465116,0.7218871338821077,0.0,0.0,0.5813953488372093,16,0,risky,0.0,0.7237977205924956,1.0,0.0965,0.019208,0.7237977205924956,0.0074616806032838795,0.006016935379935152
0.868421052631579,1.0,673647.7299995049,risky_L16_p0.02,0.98,0.49,0.6313742827929051,8.848,2.0,bellman_5_sweeps,500.0,0,0.7237977205924956,8.06836127636569e-05,0.02,0.011167441860465116,0.0,0.7045897205924956,1.0,0.5813953488372093,16,0,risky,1.0,0.019208,0.006666666666666667,0.0205,0.019208,0.7237977205924956,0.29904106441992967,0.24515230480627676
0.868421052631579,1.0,7.183904797734486,risky_L16_p0.02,0.98,0.49,2.1141661407910115e-06,8.848,16.0,sto_trl_5_sweeps,500.0,0,0.7237977205924956,8.06836127636569e-05,0.02,0.011167441860465116,0.7237977205924955,0.0,0.0,0.5813953488372093,16,0,risky,0.0,0.7237977205924956,1.0,0.0,0.019208,0.7237977205924956,8.068361276365676e-05,1.3064282464688786e-06
0.868421052631579,1.0,7.183904797734486,risky_L16_p0.02,0.98,0.49,2.1141661407910115e-06,8.848,16.0,bellman_full,500.0,0,0.7237977205924956,8.06836127636569e-05,0.02,0.011167441860465116,0.7237977205924956,0.0,0.0,0.5813953488372093,16,0,risky,0.0,0.7237977205924956,1.0,0.0,0.019208,0.7237977205924956,8.068361276365603e-05,1.3064282464688786e-06
0.868421052631579,1.0,17453.689538447714,risky_L16_p0.05,0.98,0.508,0.018307974950907815,8.848,2.0,mc_positive,500.0,0,0.7237977205924956,0.006605008886367921,0.05,0.9603999999999999,0.7218871338821077,0.6757777205924956,1.0,20.0,16,0,risky,1.0,0.04802,0.04,0.095,0.04802,0.7237977205924956,0.007503430738492102,0.011689659630441112
0.868421052631579,1.0,17307.63227875145,risky_L16_p0.05,0.98,0.508,3.727222527291369e-05,8.848,16.0,mc_all_goals,500.0,0,0.7237977205924956,0.00018103335136108371,0.05,0.044669767441860464,0.7218871338821077,0.0,0.0,0.9302325581395349,16,0,risky,0.0,0.7237977205924956,1.0,0.0965,0.04802,0.7237977205924956,0.007525918569752241,0.00602909028988693
0.868421052631579,1.0,673640.6741431954,risky_L16_p0.05,0.98,0.508,0.6313725356694971,8.848,2.0,bellman_5_sweeps,500.0,0,0.7237977205924956,3.361817198485652e-05,0.05,0.044669767441860464,0.0,0.6757777205924956,1.0,0.9302325581395349,16,0,risky,1.0,0.04802,0.04,0.0205,0.04802,0.7237977205924956,0.29899399897915085,0.24515122518848975
0.868421052631579,1.0,0.12804848819796946,risky_L16_p0.05,0.98,0.508,3.670427327762178e-07,8.848,16.0,sto_trl_5_sweeps,500.0,0,0.7237977205924956,3.361817198485652e-05,0.05,0.044669767441860464,0.7237977205924955,0.0,0.0,0.9302325581395349,16,0,risky,0.0,0.7237977205924956,1.0,0.0,0.04802,0.7237977205924956,3.361817198485744e-05,2.2681045945639922e-07
0.868421052631579,1.0,0.12804848819796946,risky_L16_p0.05,0.98,0.508,3.670427327762178e-07,8.848,16.0,bellman_full,500.0,0,0.7237977205924956,3.361817198485652e-05,0.05,0.044669767441860464,0.7237977205924956,0.0,0.0,0.9302325581395349,16,0,risky,0.0,0.7237977205924956,1.0,0.0,0.04802,0.7237977205924956,3.3618171984856704e-05,2.2681045945639922e-07
0.9285714285714286,1.0,13121.916539504367,risky_L32_p0.02,0.98,0.518,0.003892390733819519,17.4,2.0,mc_positive,500.0,0,0.5238831403348924,0.0017796266087789015,0.02,0.9603999999999999,0.5207183254885571,0.5046751403348924,1.0,50.0,32,0,risky,1.0,0.019208,0.023333333333333334,0.1275,0.019208,0.5238831403348924,0.007174279983265946,0.006866424974040517
0.9285714285714286,1.0,13053.803480675379,risky_L32_p0.02,0.98,0.518,0.001123309046610031,17.4,32.0,mc_all_goals,500.0,0,0.5238831403348924,1.8019095722309922e-05,0.02,0.01952032520325203,0.5207183254885571,0.0,0.0,1.0162601626016259,32,0,risky,0.0,0.5238831403348924,1.0,0.1285,0.019208,0.5238831403348924,0.007175065876356491,0.005223415055360799
0.9285714285714286,1.0,1078668.9362448095,risky_L32_p0.02,0.98,0.518,0.5362682617972135,17.4,2.0,bellman_6_sweeps,500.0,0,0.5238831403348924,8.568116198873138e-07,0.02,0.01952032520325203,0.0,0.5046751403348924,1.0,1.0162601626016259,32,0,risky,1.0,0.019208,0.023333333333333334,0.0205,0.019208,0.5238831403348924,0.4303874014908833,0.31805919641257374
0.9285714285714286,1.0,0.0017375371177842547,risky_L32_p0.02,0.98,0.518,4.543081729894704e-10,17.4,32.0,sto_trl_6_sweeps,500.0,0,0.5238831403348924,8.568116198873138e-07,0.02,0.01952032520325203,0.5238831403348922,0.0,0.0,1.0162601626016259,32,0,risky,0.0,0.5238831403348924,1.0,0.0,0.019208,0.5238831403348924,8.568116198953021e-07,5.388977964798667e-10
0.9285714285714286,1.0,0.0017375371177842547,risky_L32_p0.02,0.98,0.518,4.543081729894704e-10,17.4,32.0,bellman_full,500.0,0,0.5238831403348924,8.568116198873138e-07,0.02,0.01952032520325203,0.5238831403348924,0.0,0.0,1.0162601626016259,32,0,risky,0.0,0.5238831403348924,1.0,0.0,0.019208,0.5238831403348924,8.568116198874367e-07,5.388977964798667e-10
0.9285714285714286,1.0,13192.192688474526,risky_L32_p0.05,0.98,0.534,0.00372841630299563,17.4,2.0,mc_positive,500.0,0,0.5238831403348924,0.0018057880896414982,0.05,0.9603999999999999,0.5207183254885571,0.47586314033489235,1.0,20.0,32,0,risky,1.0,0.04802,0.043333333333333335,0.1275,0.04802,0.5238831403348924,0.007200448920595646,0.00677450937038616
0.9285714285714286,1.0,13152.25274186607,risky_L32_p0.05,0.98,0.534,0.0011262983557282441,17.4,32.0,mc_all_goals,500.0,0,0.5238831403348924,4.8629848696324635e-05,0.05,0.05075284552845528,0.5207183254885571,0.0,0.0,1.0569105691056908,32,0,risky,0.0,0.5238831403348924,1.0,0.1285,0.04802,0.5238831403348924,0.007205676629330506,0.0052269619869617446
0.9285714285714286,1.0,1078668.9550200894,risky_L32_p0.05,0.98,0.534,0.536268296125875,17.4,2.0,bellman_6_sweeps,500.0,0,0.5238831403348924,7.497101674014013e-06,0.05,0.050752845528455284,0.0,0.47586314033489235,1.0,1.056910569105691,32,0,risky,1.0,0.04802,0.043333333333333335,0.0205,0.04802,0.5238831403348924,0.43039404178093743,0.31805923713303846
0.9285714285714286,1.0,0.02051281701315145,risky_L32_p0.05,0.98,0.534,3.4782969494506485e-08,17.4,32.0,sto_trl_6_sweeps,500.0,0,0.5238831403348924,7.497101674014013e-06,0.05,0.050752845528455284,0.5238831403348922,0.0,0.0,1.056910569105691,32,0,risky,0.0,0.5238831403348924,1.0,0.0,0.04802,0.5238831403348924,7.497101674021676e-06,4.125936254298297e-08
0.9285714285714286,1.0,0.02051281701315145,risky_L32_p0.05,0.98,0.534,3.4782969494506485e-08,17.4,32.0,bellman_full,500.0,0,0.5238831403348924,7.497101674014013e-06,0.05,0.050752845528455284,0.5238831403348924,0.0,0.0,1.056910569105691,32,0,risky,0.0,0.5238831403348924,1.0,0.0,0.04802,0.5238831403348924,7.4971016740138106e-06,4.125936254298297e-08
0.8880597014925373,1.0,170728.18018624562,risky_L64_p0.02,0.98,0.496,0.04017033375319093,32.406,2.0,mc_positive,500.0,0,0.27445354472714856,0.00046242697925681913,0.02,0.9603999999999999,0.2714730473591399,0.25524554472714855,1.0,50.0,64,0,risky,1.0,0.019208,0.013333333333333334,0.131,0.019208,0.27445354472714856,0.06414935636477632,0.04439197685024708
0.8880597014925373,1.0,170710.48134054308,risky_L64_p0.02,0.98,0.496,0.03962388165825176,32.406,64.0,mc_all_goals,500.0,0,0.27445354472714856,4.712312966472063e-06,0.02,0.018684824902723735,0.2714730473591399,0.0,0.0,0.9727626459143969,64,0,risky,0.0,0.27445354472714856,1.0,0.131,0.019208,0.27445354472714856,0.06414960584016867,0.04396503535048508
0.8880597014925373,1.0,1353590.773300415,risky_L64_p0.02,0.98,0.496,0.3636129327262066,32.406,2.0,bellman_7_sweeps,500.0,0,0.27445354472714856,3.72953111784378e-07,0.02,0.018684824902723735,0.0,0.25524554472714855,1.0,0.9727626459143969,64,0,risky,1.0,0.019208,0.013333333333333334,0.0075,0.019208,0.27445354472714856,0.44879653893632465,0.28397337626231767
0.8880597014925373,1.0,0.0013234722118305687,risky_L64_p0.02,0.98,0.496,2.5156315270043035e-10,32.406,64.0,sto_trl_7_sweeps,500.0,0,0.27445354472714856,3.72953111784378e-07,0.02,0.018684824902723735,0.2744535447271485,0.0,0.0,0.9727626459143969,64,0,risky,0.0,0.27445354472714856,1.0,0.0,0.019208,0.27445354472714856,3.729531117968883e-07,3.9293012616745666e-10
0.8880597014925373,1.0,0.0013234722118305687,risky_L64_p0.02,0.98,0.496,2.5156315270043035e-10,32.406,64.0,bellman_full,500.0,0,0.27445354472714856,3.72953111784378e-07,0.02,0.018684824902723735,0.27445354472714856,0.0,0.0,0.9727626459143969,64,0,risky,0.0,0.27445354472714856,1.0,0.0,0.019208,0.27445354472714856,3.729531117843632e-07,3.9293012616745666e-10
0.8880597014925373,1.0,170746.44169905694,risky_L64_p0.05,0.98,0.508,0.040137974942877234,32.406,2.0,mc_positive,500.0,0,0.27445354472714856,0.0004692253185737031,0.05,0.9603999999999999,0.2714730473591399,0.22643354472714855,1.0,20.0,64,0,risky,1.0,0.04802,0.043333333333333335,0.131,0.04802,0.27445354472714856,0.06415615645918275,0.04436809136628032
0.8880597014925373,1.0,170736.08761636884,risky_L64_p0.05,0.98,0.508,0.03962449633789342,32.406,64.0,mc_all_goals,500.0,0,0.27445354472714856,1.455957109364344e-05,0.05,0.041106614785992215,0.2714730473591399,0.0,0.0,0.8560311284046692,64,0,risky,0.0,0.27445354472714856,1.0,0.131,0.04802,0.27445354472714856,0.06415945309829583,0.04396599455017114
0.8880597014925373,1.0,1353590.8139953774,risky_L64_p0.05,0.98,0.508,0.36361297640193374,32.406,2.0,bellman_7_sweeps,500.0,0,0.27445354472714856,4.928308977150591e-06,0.05,0.041106614785992215,0.0,0.22643354472714855,1.0,0.8560311284046692,64,0,risky,1.0,0.04802,0.043333333333333335,0.0075,0.04802,0.27445354472714856,0.44880109429219,0.28397344448180367
0.8880597014925373,1.0,0.042018434771050876,risky_L64_p0.05,0.98,0.508,4.3927290312103404e-08,32.406,64.0,sto_trl_7_sweeps,500.0,0,0.27445354472714856,4.928308977150591e-06,0.05,0.041106614785992215,0.2744535447271485,0.0,0.0,0.8560311284046692,64,0,risky,0.0,0.27445354472714856,1.0,0.0,0.04802,0.27445354472714856,4.92830897716305e-06,6.861241616367812e-08
0.8880597014925373,1.0,0.042018434771050876,risky_L64_p0.05,0.98,0.508,4.3927290312103404e-08,32.406,64.0,bellman_full,500.0,0,0.27445354472714856,4.928308977150591e-06,0.05,0.041106614785992215,0.27445354472714856,0.0,0.0,0.8560311284046692,64,0,risky,0.0,0.27445354472714856,1.0,0.0,0.04802,0.27445354472714856,4.928308977150526e-06,6.861241616367812e-08
