advance_distance,bc_batch_size,bc_hidden_dims,bc_layer_norm,bc_lr,bc_max_future,bc_min_future,bc_rel_scale,bc_seed,bc_steps,env,env_load_seconds,episodes_per_task,eval_action_repeat,eval_seconds,full_iters,gamma,goal_candidate_mode,goal_candidates_per_state,goal_index_cache_hit,goal_index_seconds,goal_representation,iters,max_episode_steps,method,min_jump_count,n_actions,n_states,overall_success,path_mode,policy_eval_backend,policy_seconds,seed,setup_seconds,task5_final_dist,task5_final_x,task5_final_y,task5_length,task5_success,task_ids,topology_cache_hit,topology_seconds,transition_ce,transition_kl,transition_l1,transition_lr,transition_max_abs,transition_model,transition_oracle_kl,transition_oracle_l1,transition_oracle_max_abs,transition_oracle_top1,transition_samples_per_row,transition_seconds,transition_seed,transition_steps,transition_target_source,transition_top1,value_seconds,waypoint_lookahead
1.5,2048,"256,256,256",1,0.0003,30,1,12.614615440368652,0,20000,antmaze-teleport-stitch-v0,0.910905183001887,2,1,1.0208868280169554,180,0.995,body_nearest,16,1,0.00011194398393854499,full,6,,sto_trl_matched,20,4,45,1.0,greedy,jax,0.1407671690103598,0,1.1269008509698324,0.39634928733590546,0.3967535965564922,24.544086324366372,713.0,1.0,5,1,0.00018831598572432995,0.057843215754232784,0.0002853476474212885,0.0005706138237179459,0.3,0.0002868334940581141,learned_softmax,0.002608787814679152,0.01380418350155887,0.19445791844216748,0.9611111111111111,20,0.054996249033138156,0,500,topology_samples,0.9944444444444445,0.01966644899221137,1
