advance_distance,bc_batch_size,bc_hidden_dims,bc_layer_norm,bc_lr,bc_max_future,bc_min_future,bc_rel_scale,bc_steps,env,episodes_per_task,eval_action_repeat,full_iters,gamma,goal_candidate_mode,goal_candidates_per_state,goal_representation,iters,max_episode_steps,method,min_jump_count,n_actions,n_states,overall_success,path_mode,seed,task1_final_dist,task1_final_x,task1_final_y,task1_length,task1_success,task2_final_dist,task2_final_x,task2_final_y,task2_length,task2_success,task3_final_dist,task3_final_x,task3_final_y,task3_length,task3_success,task4_final_dist,task4_final_x,task4_final_y,task4_length,task4_success,task5_final_dist,task5_final_x,task5_final_y,task5_length,task5_success,task_ids,waypoint_lookahead
1.5,2048,"256,256,256",1,0.0003,30,1,9.896982192993164,50000,antmaze-teleport-navigate-v0,3,1,180,0.995,body_nearest,16,full,6,,bellman_matched,20,4,45,0.3333333333333333,greedy,0,42.585612079080654,35.993468130572914,0.6469565979971342,1000.0,0.0,26.586021150703445,23.418997204656137,0.12268403407124556,1000.0,0.0,17.54045119353886,28.385187060320586,8.114738360528849,705.6666666666666,0.3333333333333333,8.570804942406415,32.1498753273722,16.194604196439457,411.0,0.6666666666666666,11.635143377952085,8.068838293301837,16.39836605714621,490.3333333333333,0.6666666666666666,all,1
