advance_distance,bc_batch_size,bc_hidden_dims,bc_layer_norm,bc_lr,bc_max_future,bc_min_future,bc_rel_scale,bc_seed,bc_steps,env,env_load_seconds,episodes_per_task,eval_action_repeat,eval_seconds,full_iters,gamma,goal_candidate_mode,goal_candidates_per_state,goal_index_cache_hit,goal_index_seconds,goal_representation,iters,max_episode_steps,method,min_jump_count,n_actions,n_states,overall_success,path_mode,policy_seconds,seed,setup_seconds,task4_final_dist,task4_final_x,task4_final_y,task4_length,task4_success,task5_final_dist,task5_final_x,task5_final_y,task5_length,task5_success,task_ids,topology_cache_hit,topology_seconds,value_seconds,waypoint_lookahead
1.5,2048,"256,256,256",1,0.0003,30,1,12.614615440368652,0,20000,antmaze-teleport-stitch-v0,0.9183432400459424,5,2,4.953230211976916,180,0.995,body_nearest,16,1,0.00018174602882936597,full,6,,sto_trl_matched,20,4,45,0.5,greedy,0.15049000800354406,0,1.091401827055961,8.09031984964526,30.38226819888277,19.619806037577764,898.6,0.6,8.975511260066217,5.586963750246311,17.759906877417315,968.2,0.4,"4,5",1,0.00015739002265036106,0.021940195991192013,1
