advance_distance,bc_batch_size,bc_hidden_dims,bc_layer_norm,bc_lr,bc_max_future,bc_min_future,bc_rel_scale,bc_steps,env,episodes_per_task,eval_action_repeat,full_iters,gamma,goal_representation,iters,max_episode_steps,method,min_jump_count,n_actions,n_states,overall_success,path_mode,seed,task1_final_dist,task1_final_x,task1_final_y,task1_length,task1_success,task2_final_dist,task2_final_x,task2_final_y,task2_length,task2_success,task3_final_dist,task3_final_x,task3_final_y,task3_length,task3_success,task4_final_dist,task4_final_x,task4_final_y,task4_length,task4_success,task5_final_dist,task5_final_x,task5_final_y,task5_length,task5_success,task_ids,waypoint_lookahead
1.5,2048,"256,256,256",1,0.0003,30,1,12.614615440368652,10000,antmaze-teleport-stitch-v0,1,1,180,0.995,full,6,,bellman_matched,20,4,45,0.2,greedy,0,41.971409326542705,35.73280578435085,0.2365949928084771,1000.0,0.0,25.5056385538736,24.11348743363836,0.5654898776915844,1000.0,0.0,0.4147156680253315,35.742811615609966,23.505624210096673,87.0,1.0,24.956480187818833,24.242126044878024,1.3808721030106006,1000.0,0.0,33.47919110525552,23.251788209622106,0.05486999491436721,1000.0,0.0,all,1
1.5,2048,"256,256,256",1,0.0003,30,1,12.614615440368652,10000,antmaze-teleport-stitch-v0,1,1,180,0.995,full,6,,sto_trl_matched,20,4,45,0.8,greedy,0,0.47794186865839916,0.9292771752637591,23.782956954815912,601.0,1.0,0.4955104449974055,35.73699289114971,22.902429443811553,424.0,1.0,0.49988141209265613,35.168030436331115,24.002215889931048,453.0,1.0,34.97665099933177,0.37976347813125244,23.213678693980903,1000.0,0.0,0.3898158126900428,-0.3438995099383528,23.98023276685649,791.0,1.0,all,1
1.5,2048,"256,256,256",1,0.0003,30,1,12.614615440368652,10000,antmaze-teleport-stitch-v0,1,1,180,0.995,full,180,,bellman_full,20,4,45,0.8,greedy,0,0.44555272160988146,0.5841799939703441,23.78906124404704,578.0,1.0,0.36813502642264523,35.746924517399485,23.049753036081242,425.0,1.0,0.44251163177357616,35.10104702919765,23.90830748156308,458.0,1.0,34.97665099933177,0.37976347813125244,23.213678693980903,1000.0,0.0,0.38529748775531897,0.19645573187460466,23.813794605624626,777.0,1.0,all,1
