advance_distance,bc_batch_size,bc_hidden_dims,bc_layer_norm,bc_lr,bc_max_future,bc_min_future,bc_rel_scale,bc_seed,bc_steps,env,env_load_seconds,episodes_per_task,eval_action_repeat,eval_seconds,full_iters,gamma,goal_candidate_mode,goal_candidates_per_state,goal_index_cache_hit,goal_index_seconds,goal_representation,iters,max_episode_steps,method,min_jump_count,n_actions,n_states,overall_success,path_mode,policy_eval_backend,policy_seconds,profile_action_ms_per_call,profile_action_seconds,profile_env_step_ms,profile_env_step_seconds,profile_env_steps,profile_policy_calls,profile_reset_seconds,seed,setup_seconds,task4_final_dist,task4_final_x,task4_final_y,task4_length,task4_success,task_ids,topology_cache_hit,topology_seconds,transition_cache_hit,transition_ce,transition_hidden_dims,transition_kl,transition_l1,transition_lr,transition_max_abs,transition_mlp_lr,transition_model,transition_oracle_kl,transition_oracle_l1,transition_oracle_max_abs,transition_oracle_top1,transition_samples_per_row,transition_seconds,transition_seed,transition_steps,transition_target_source,transition_top1,value_action_agreement,value_cache_hit,value_hidden_dims,value_loss,value_max_abs,value_mlp_lr,value_model,value_mse,value_seconds,value_seed,value_steps,value_tie_tol,value_train_seconds,waypoint_lookahead
1.5,2048,"256,256,256",1,0.0003,30,1,9.896982192993164,0,50000,antmaze-teleport-navigate-v0,0.9060636410140432,1,1,0.838121212029364,180,0.995,body_nearest,16,1,0.0001241409918293357,full,6,,sto_trl_matched,20,4,45,0.0,greedy,jax,0.1422156589687802,0.48616586677962914,0.48616586677962914,0.3466646150336601,0.3466646150336601,1000.0,1000.0,0.0021668740082532167,0,1.0744013140210882,23.408838564547803,11.944559353598704,23.91652639563981,1000.0,0.0,4,1,0.00014540599659085274,1,3.7373485378108504,"128,128",2.8422332334782823,1.879306661663577,0.3,0.480350436642766,0.003,raw_obs_mlp,0.12632147649503367,0.08352474097958837,0.48035043622186413,0.9555555555555556,20,6.785703590139747e-05,0,1,dataset_jump_changes,0.0,0.46636363636363637,1,"256,256",0.16633338493897168,0.8944388702511787,0.003,raw_obs_prev_policy_mlp,0.16633338493897168,0.02549684699624777,0,1,1e-09,0.5225818469771184,1
