action_scale,env,episodes_per_task,full_iters,gamma,iters,method,n_actions,n_states,overall_success,seed,task1_success,task2_success,task3_success,task4_success,task5_success,task_ids,topology_source,transition_ce,transition_fallback_rows,transition_fitted_rows,transition_kl,transition_l1,transition_lr,transition_max_abs,transition_model,transition_oracle_kl,transition_oracle_l1,transition_oracle_max_abs,transition_oracle_top1,transition_samples_per_row,transition_seed,transition_steps,transition_target_source,transition_top1,transition_train_seconds
0.2,pointmaze-teleport-navigate-v0,50,180,0.995,6,bellman_matched,4,45,0.42400000000000004,0,0.3,0.58,0.5,0.46,0.28,all,dataset,0.056572567085766204,0,180,0.00012534252491688824,0.0002506693231126741,0.3,0.00012626709269492054,table_softmax,0.003176449533676004,0.0157562479042576,0.2497857404132114,0.9555555555555556,20,0,1000,topology_samples,0.9944444444444445,0.11794029700104147
0.2,pointmaze-teleport-navigate-v0,50,180,0.995,6,sto_trl_matched,4,45,0.916,0,0.9,0.94,0.88,0.9,0.96,all,dataset,0.056572567085766204,0,180,0.00012534252491688824,0.0002506693231126741,0.3,0.00012626709269492054,table_softmax,0.003176449533676004,0.0157562479042576,0.2497857404132114,0.9555555555555556,20,0,1000,topology_samples,0.9944444444444445,0.11794029700104147
0.2,pointmaze-teleport-navigate-v0,50,180,0.995,180,bellman_full,4,45,0.916,0,0.9,0.94,0.88,0.9,0.96,all,dataset,0.056572567085766204,0,180,0.00012534252491688824,0.0002506693231126741,0.3,0.00012626709269492054,table_softmax,0.003176449533676004,0.0157562479042576,0.2497857404132114,0.9555555555555556,20,0,1000,topology_samples,0.9944444444444445,0.11794029700104147
