env,episodes_per_task,full_iters,gamma,gcfbc_batch_size,gcfbc_flow_steps,gcfbc_hidden_dims,gcfbc_layer_norm,gcfbc_lr,gcfbc_max_future,gcfbc_min_future,gcfbc_steps,goal_candidates_per_state,iters,method,min_jump_count,n_actions,n_states,overall_success,seed,task3_final_dist,task3_final_x,task3_final_y,task3_length,task3_success,task_ids,waypoint_lookahead
antmaze-teleport-navigate-v0,1,180,0.995,512,3,"256,256,256",1,0.0003,30,1,100,1,6,sto_trl_matched,20,4,45,0.0,0,35.26257260791563,0.09431238869013683,22.120487629618587,1000.0,0.0,3,1
