advance_distance,bc_batch_size,bc_hidden_dims,bc_layer_norm,bc_lr,bc_max_future,bc_min_future,bc_rel_scale,bc_seed,bc_steps,env,env_load_seconds,episodes_per_task,eval_action_repeat,eval_seconds,full_iters,gamma,goal_candidate_mode,goal_candidates_per_state,goal_index_cache_hit,goal_index_seconds,goal_representation,iters,max_episode_steps,method,min_jump_count,n_actions,n_states,overall_success,path_mode,policy_seconds,seed,setup_seconds,task4_final_dist,task4_final_x,task4_final_y,task4_length,task4_success,task5_final_dist,task5_final_x,task5_final_y,task5_length,task5_success,task_ids,topology_cache_hit,topology_seconds,value_seconds,waypoint_lookahead
1.5,2048,"256,256,256",1,0.0003,30,1,12.614615440368652,0,20000,antmaze-teleport-stitch-v0,0.9162023789831437,5,1,5.047391966974828,180,0.995,body_nearest,16,1,0.0001548820291645825,full,6,,sto_trl_matched,20,4,45,0.8,persistent,0.15614264202304184,0,1.0962994080036879,0.4524842894289104,35.88206652147974,23.677491776013206,609.2,1.0,6.11654083966845,2.2008767877092033,19.18779303539252,835.0,0.6,"4,5",1,0.0001665629679337144,0.02334331499878317,1
