action_scale,env,episodes_per_task,full_iters,gamma,iters,method,n_actions,n_states,overall_success,seed,task1_success,task2_success,task3_success,task4_success,task5_success,task_ids,topology_source,transition_ce,transition_fallback_rows,transition_fitted_rows,transition_kl,transition_l1,transition_lr,transition_max_abs,transition_model,transition_seed,transition_steps,transition_target_source,transition_top1,transition_train_seconds
0.2,pointmaze-teleport-stitch-v0,50,180,0.995,6,bellman_matched,4,45,0.44399999999999995,0,0.3,0.58,0.5,0.46,0.38,all,dataset,0.059843863278758264,0,180,0.0001251042326985488,0.00025019279593149854,0.3,0.00012626709269492054,table_softmax,0,1000,topology,1.0,0.11118690297007561
0.2,pointmaze-teleport-stitch-v0,50,180,0.995,6,sto_trl_matched,4,45,0.916,0,0.9,0.94,0.88,0.9,0.96,all,dataset,0.059843863278758264,0,180,0.0001251042326985488,0.00025019279593149854,0.3,0.00012626709269492054,table_softmax,0,1000,topology,1.0,0.11118690297007561
0.2,pointmaze-teleport-stitch-v0,50,180,0.995,180,bellman_full,4,45,0.916,0,0.9,0.94,0.88,0.9,0.96,all,dataset,0.059843863278758264,0,180,0.0001251042326985488,0.00025019279593149854,0.3,0.00012626709269492054,table_softmax,0,1000,topology,1.0,0.11118690297007561
