advance_distance,bc_batch_size,bc_hidden_dims,bc_layer_norm,bc_lr,bc_max_future,bc_min_future,bc_rel_scale,bc_steps,env,episodes_per_task,eval_action_repeat,full_iters,gamma,goal_representation,iters,max_episode_steps,method,min_jump_count,n_actions,n_states,overall_success,path_mode,seed,task3_final_dist,task3_final_x,task3_final_y,task3_length,task3_success,task4_final_dist,task4_final_x,task4_final_y,task4_length,task4_success,task_ids,waypoint_lookahead
1.5,2048,"256,256,256",1,0.0003,30,1,9.896982192993164,50000,antmaze-teleport-navigate-v0,1,1,180,0.995,full,6,,sto_trl_matched,20,4,45,0.5,greedy,0,0.4163833754291082,35.453219558126754,23.131531718491132,370.0,1.0,40.37270470884086,2.8005398339396756,-0.15355664407576117,1000.0,0.0,"3,4",1
1.5,2048,"256,256,256",1,0.0003,30,1,9.896982192993164,50000,antmaze-teleport-navigate-v0,1,1,180,0.995,full,180,,bellman_full,20,4,45,0.5,greedy,0,0.4687238311231986,35.430735241667065,23.07138149367817,370.0,1.0,40.37270470884086,2.8005398339396756,-0.15355664407576117,1000.0,0.0,"3,4",1
