action_scale,env,episodes_per_task,eval_mode,eval_seconds,gamma,iters,max_episode_steps,method,model_max_steps,model_rollout_mode,n_actions,n_states,overall_success,seed,task1_length,task1_success,task2_length,task2_success,task3_length,task3_success,task4_length,task4_success,task5_length,task5_success,task_ids,topology_source
0.2,pointmaze-teleport-navigate-v0,1,model,0.010986739012878388,0.995,6,,sto_trl_matched,1000,exact,4,45,1.0,0,23.0,1.0,15.0,1.0,14.0,1.0,25.0,1.0,27.0,1.0,all,dataset
0.2,pointmaze-teleport-navigate-v0,1,model,0.06439987104386091,0.995,6,,bellman_matched,1000,exact,4,45,0.36573229825525183,0,1000.0,0.0,553.3875598086072,0.44976076555023925,515.3278863900979,0.48579288292206957,551.588516746406,0.44976076555023925,558.4328308652684,0.4433470772537112,all,dataset
0.2,pointmaze-teleport-navigate-v0,1,model,0.005857458978425711,0.995,180,,bellman_full,1000,exact,4,45,1.0,0,23.0,1.0,15.0,1.0,14.0,1.0,25.0,1.0,27.0,1.0,all,dataset
0.2,pointmaze-teleport-navigate-v0,1,model,0.07439366297330707,0.995,6,,support_trl_matched,1000,exact,4,45,0.4770628828045096,0,506.0296296296296,0.4999999999999999,553.3875598086072,0.44976076555023925,515.3278863900979,0.48579288292206957,551.588516746406,0.44976076555023925,503.0296296296296,0.4999999999999999,all,dataset
