advance_distance,bc_batch_size,bc_hidden_dims,bc_layer_norm,bc_lr,bc_max_future,bc_min_future,bc_rel_scale,bc_seed,bc_steps,env,episodes_per_task,eval_action_repeat,full_iters,gamma,goal_candidate_mode,goal_candidates_per_state,goal_representation,iters,max_episode_steps,method,min_jump_count,n_actions,n_states,overall_success,path_mode,seed,task1_final_dist,task1_final_x,task1_final_y,task1_length,task1_success,task2_final_dist,task2_final_x,task2_final_y,task2_length,task2_success,task3_final_dist,task3_final_x,task3_final_y,task3_length,task3_success,task4_final_dist,task4_final_x,task4_final_y,task4_length,task4_success,task5_final_dist,task5_final_x,task5_final_y,task5_length,task5_success,task_ids,waypoint_lookahead
1.5,2048,"256,256,256",1,0.0003,30,1,9.896982192993164,1,50000,antmaze-teleport-navigate-v0,20,1,180,0.995,body_nearest,16,full,6,,bellman_matched,20,4,45,0.38,greedy,0,43.11652591655756,36.16348974183971,0.2802306718955134,1000.0,0.0,11.021217407266208,31.17387891253126,14.169482043215947,529.6,0.6,13.547227299511729,29.854411492834327,11.800202713081351,542.2,0.5,16.230924981958392,28.604253735084388,9.55612064553193,638.85,0.4,21.402377624009638,17.85110520512828,16.011565126762974,650.85,0.4,all,1
1.5,2048,"256,256,256",1,0.0003,30,1,9.896982192993164,1,50000,antmaze-teleport-navigate-v0,20,1,180,0.995,body_nearest,16,full,6,,sto_trl_matched,20,4,45,0.95,greedy,0,3.0246330710701943,1.6507214843689109,21.815597415842102,644.75,0.9,2.235051148809,35.09134090610126,22.19379491155522,464.35,0.9,0.4378395305489888,35.950577445559404,23.61477813957996,395.3,1.0,0.4314443347290647,35.998459291016204,23.60258897376503,663.2,1.0,1.6836676134479265,0.40685072473838124,23.03982630054243,729.15,0.95,all,1
1.5,2048,"256,256,256",1,0.0003,30,1,9.896982192993164,1,50000,antmaze-teleport-navigate-v0,20,1,180,0.995,body_nearest,16,full,180,,bellman_full,20,4,45,0.95,greedy,0,3.0246396500665886,1.6242034243799295,21.87368990158943,644.55,0.9,2.2376310255943843,35.07407852978157,22.185614735388803,464.95,0.9,0.4154928618738425,35.94096996210111,23.59769469722216,396.15,1.0,0.44737128002719223,36.01096244065805,23.559811117733272,662.45,1.0,1.6944767080131862,0.4380968006678191,22.942648196616823,726.8,0.95,all,1
1.5,2048,"256,256,256",1,0.0003,30,1,9.896982192993164,1,50000,antmaze-teleport-navigate-v0,20,1,180,0.995,body_nearest,16,full,6,,bellman_matched,20,4,45,0.3,greedy,1,42.98045667685834,35.92826016071576,0.15617090710338502,1000.0,0.0,14.13738837434777,29.095557703834828,12.0836858734305,608.15,0.5,16.24550349699588,28.702821955539218,9.590610126432878,632.35,0.4,17.53666833035689,28.091275097811092,8.388749167393458,684.8,0.35,25.5087593329966,18.46113730218318,7.3240450587834385,776.4,0.25,all,1
1.5,2048,"256,256,256",1,0.0003,30,1,9.896982192993164,1,50000,antmaze-teleport-navigate-v0,20,1,180,0.995,body_nearest,16,full,6,,sto_trl_matched,20,4,45,0.9,greedy,1,2.470091724453633,1.93036110116321,22.805051316026415,636.65,0.9,3.4632648413514096,34.55817471407721,21.03889843857932,506.05,0.85,0.9613450687387924,35.414037129672785,23.641249750523848,418.25,0.95,5.181643623956114,33.07091088077,20.47463506036066,711.15,0.8,0.4453120018698168,0.2039271639983869,24.081472137080464,730.45,1.0,all,1
1.5,2048,"256,256,256",1,0.0003,30,1,9.896982192993164,1,50000,antmaze-teleport-navigate-v0,20,1,180,0.995,body_nearest,16,full,180,,bellman_full,20,4,45,0.9,greedy,1,2.470980002727228,1.8895180054360796,22.8292246225969,637.05,0.9,3.4796179059808856,34.542820903656136,21.064972073323425,508.25,0.85,0.9531330302159532,35.4514632205234,23.680552623164356,416.8,0.95,5.206767013899284,33.05119981574656,20.483164554417463,711.1,0.8,0.4427167445406437,0.20774716692481676,24.051662359836705,732.9,1.0,all,1
1.5,2048,"256,256,256",1,0.0003,30,1,9.896982192993164,1,50000,antmaze-teleport-navigate-v0,20,1,180,0.995,body_nearest,16,full,6,,bellman_matched,20,4,45,0.28,greedy,2,43.0930299686333,35.91576452364271,0.4005119095916359,1000.0,0.0,17.583590834960937,28.033421280757484,8.2530008108509,731.0,0.35,20.442950588733673,27.058640703070164,5.89269290512315,768.25,0.25,14.252429759103146,28.652798533489705,13.101720727832312,553.35,0.5,24.016273494730537,18.581629342592457,10.879636720481033,731.45,0.3,all,1
1.5,2048,"256,256,256",1,0.0003,30,1,9.896982192993164,1,50000,antmaze-teleport-navigate-v0,20,1,180,0.995,body_nearest,16,full,6,,sto_trl_matched,20,4,45,0.95,greedy,2,0.42629278824574557,-0.04366147465568516,24.045812744984524,582.85,1.0,1.8662537365408731,35.503670381038766,22.325236699864973,465.95,0.9,0.4266726939963987,36.058774050234,23.99822403772042,393.8,1.0,1.6221012029509558,35.24091712118603,23.059288624551932,671.15,0.95,2.774386334609988,1.1710847066542776,21.92602194520591,732.05,0.9,all,1
1.5,2048,"256,256,256",1,0.0003,30,1,9.896982192993164,1,50000,antmaze-teleport-navigate-v0,20,1,180,0.995,body_nearest,16,full,180,,bellman_full,20,4,45,0.95,greedy,2,0.43446565343190346,-0.01427802425066214,24.05101680992771,584.75,1.0,1.8933903674797645,35.48477602970169,22.266385413179012,465.95,0.9,0.42467517149975365,35.9807656229123,24.112149334546288,395.1,1.0,1.6032107292944997,35.14805694476829,23.07065800359867,674.25,0.95,2.767862248590558,1.0503430940085814,21.8452377672474,734.1,0.9,all,1
