action_scale,env,episodes_per_task,eval_mode,eval_seconds,gamma,iters,max_episode_steps,method,model_max_steps,model_rollout_mode,n_actions,n_states,overall_success,profile_action_ms_per_step,profile_action_seconds,profile_env_step_ms,profile_env_step_seconds,profile_env_steps,profile_reset_seconds,seed,task4_length,task4_success,task5_length,task5_success,task_ids,topology_source
0.2,pointmaze-teleport-stitch-v0,1,env,0.07272095599910244,0.995,6,1000,sto_trl_matched,,,4,45,1.0,0.01081056588937244,0.009026822517625988,0.07313376733152095,0.06106669572182,835.0,0.0016613740008324385,0,410.0,1.0,425.0,1.0,"4,5",dataset
