advance_distance,bc_batch_size,bc_hidden_dims,bc_layer_norm,bc_lr,bc_max_future,bc_min_future,bc_rel_scale,bc_seed,bc_steps,env,env_load_seconds,episodes_per_task,eval_action_repeat,eval_seconds,full_iters,gamma,goal_candidate_mode,goal_candidates_per_state,goal_index_cache_hit,goal_index_seconds,goal_representation,iters,max_episode_steps,method,min_jump_count,n_actions,n_states,overall_success,path_mode,policy_eval_backend,policy_seconds,seed,setup_seconds,task4_final_dist,task4_final_x,task4_final_y,task4_length,task4_success,task5_final_dist,task5_final_x,task5_final_y,task5_length,task5_success,task_ids,topology_cache_hit,topology_seconds,value_seconds,waypoint_lookahead
1.5,2048,"256,256,256",1,0.0003,30,1,12.614615440368652,0,20000,antmaze-teleport-stitch-v0,0.9117390700266697,3,1,2.096688024001196,180,0.995,body_nearest,16,1,0.00013093900633975863,full,6,,sto_trl_matched,20,4,45,0.8333333333333333,greedy,numpy,0.1435027169645764,0,1.075777024962008,6.387469915787236,32.708510889165986,18.347804673740015,766.0,0.6666666666666666,0.41075719350141116,0.23881173381838108,24.494974750669524,662.0,1.0,"4,5",1,0.00013998697977513075,0.020025161968078464,1
