covered_sa_frac,covered_state_frac,distance_mse,env,gamma,goal_reach_frac,long_horizon_mse,mean_length,median_steps,method,n_trajectories,optimal_start_action,optimal_start_value,overestimate_mean,p_success,pred_start_risky,pred_start_safe,regret,risky_action,risky_overestimate_ratio,safe_length,seed,stage,start_action,start_value,success_rate,triangle_violation_rate,true_start_risky,true_start_safe,underestimate_mean,value_mse
0.9285714285714286,1.0,13252.836800728897,risky_L32_p0.10,0.98,0.555,0.0034692798221889415,17.753333333333334,2.0,mc_positive,600.0,0,0.5238831403348924,0.001849431589260028,0.1,0.9603999999999999,0.520904341067607,0.42784314033489235,1.0,10.0,32,0,risky,1.0,0.09604,0.11,0.1259,0.09604,0.5238831403348924,0.007124059222513777,0.006639911271350012
0.9285714285714286,1.0,13229.638495791132,risky_L32_p0.10,0.98,0.555,0.0011359548817909916,17.753333333333334,32.0,mc_all_goals,600.0,0,0.5238831403348924,0.00013477966999698215,0.1,0.07002916666666666,0.520904341067607,0.0,0.0,0.7291666666666665,32,0,risky,0.0,0.5238831403348924,1.0,0.12645,0.09604,0.5238831403348924,0.007171790830143205,0.005240204818466762
0.9285714285714286,1.0,13252.814172266113,risky_L32_p0.10,0.98,0.555,0.003459310073516086,17.753333333333334,2.0,trl_raw_realized,600.0,0,0.5238831403348924,0.0019064322907626373,0.1,0.9603999999999999,0.5238831403348924,0.42784314033489235,1.0,10.0,32,0,risky,1.0,0.09604,0.11,0.0,0.09604,0.5238831403348924,0.006500997073673512,0.006636709814710888
0.9285714285714286,1.0,102306.50316186018,risky_L32_p0.10,0.98,0.555,0.03984795460480226,17.753333333333334,2.0,trl_log_realized,600.0,0,0.5238831403348924,0.00190331015036924,0.1,0.9603999999999999,0.5238831403348924,0.42784314033489235,1.0,10.0,32,0,risky,1.0,0.09604,0.11,0.0,0.09604,0.5238831403348924,0.06944060997599345,0.045225423770718844
0.9285714285714286,1.0,1078669.6063917598,risky_L32_p0.10,0.98,0.555,0.5362714123183585,17.753333333333334,2.0,bellman_6_sweeps,600.0,0,0.5238831403348924,7.135634271874053e-05,0.1,0.07002916666666667,0.0,0.42784314033489235,1.0,0.7291666666666667,32,0,risky,1.0,0.09604,0.11,0.01545,0.09604,0.5238831403348924,0.4304579010219821,0.3180629335430144
0.9285714285714286,1.0,0.6718844874844422,risky_L32_p0.10,0.98,0.555,3.1509754530372637e-06,17.753333333333334,32.0,sto_trl_6_sweeps,600.0,0,0.5238831403348924,7.135634271874053e-05,0.1,0.07002916666666667,0.5238831403348922,0.0,0.0,0.7291666666666667,32,0,risky,0.0,0.5238831403348924,1.0,0.0,0.09604,0.5238831403348924,7.13563427187484e-05,3.7376693384801683e-06
0.9285714285714286,1.0,0.6718844874844422,risky_L32_p0.10,0.98,0.555,3.1509754530372637e-06,17.753333333333334,32.0,bellman_full,600.0,0,0.5238831403348924,7.135634271874053e-05,0.1,0.07002916666666667,0.5238831403348924,0.0,0.0,0.7291666666666667,32,0,risky,0.0,0.5238831403348924,1.0,0.0,0.09604,0.5238831403348924,7.135634271874054e-05,3.7376693384801683e-06
0.9285714285714286,1.0,11813.450658912485,risky_L32_p0.40,0.98,0.7083333333333334,0.003337622306957105,17.753333333333334,2.0,mc_positive,600.0,0,0.5238831403348924,0.0026343419597630573,0.4,0.9602300176991122,0.520904341067607,0.13972314033489236,1.0,2.4995575221238866,32,0,risky,1.0,0.38416,0.37,0.1259,0.38416,0.5238831403348924,0.007036829431414776,0.00654547944069141
0.9285714285714286,1.0,11806.205822749922,risky_L32_p0.40,0.98,0.7083333333333334,0.0011274259654714077,17.753333333333334,32.0,mc_all_goals,600.0,0,0.5238831403348924,7.149480270462623e-05,0.4,0.37675691666666555,0.520904341067607,0.0,0.0,0.9807291666666638,32,0,risky,0.0,0.5238831403348924,1.0,0.12645,0.38416,0.5238831403348924,0.007108505962850844,0.005228595880278497
0.9285714285714286,1.0,11813.425086380037,risky_L32_p0.40,0.98,0.7083333333333334,0.0033265667925130465,17.753333333333334,2.0,trl_raw_realized,600.0,0,0.5238831403348924,0.0026906272413170424,0.4,0.9603999999999999,0.5238831403348924,0.13972314033489236,1.0,2.5,32,0,risky,1.0,0.38416,0.37,0.0,0.38416,0.5238831403348924,0.0064137672825745114,0.006541566285979759
