advance_distance,env,episodes_per_task,eval_action_repeat,full_iters,gamma,gcfbc_batch_size,gcfbc_flow_steps,gcfbc_hidden_dims,gcfbc_layer_norm,gcfbc_lr,gcfbc_max_future,gcfbc_min_future,gcfbc_sample_temperature,gcfbc_steps,goal_candidate_mode,goal_candidates_per_state,iters,max_episode_steps,method,min_jump_count,n_actions,n_states,overall_success,path_mode,seed,task4_final_dist,task4_final_x,task4_final_y,task4_length,task4_success,task5_final_dist,task5_final_x,task5_final_y,task5_length,task5_success,task_ids,waypoint_lookahead
1.5,antmaze-teleport-navigate-v0,3,1,180,0.995,512,3,"256,256,256",1,0.0003,30,1,1.0,10000,body_nearest,16,6,,sto_trl_matched,20,4,45,0.0,greedy,0,24.42390280407967,15.0924697227818,11.81276262948599,1000.0,0.0,27.39988952673673,19.80552996411967,8.955759337426718,1000.0,0.0,"4,5",1
