action_scale,env,episodes_per_task,gamma,iters,method,n_actions,n_states,overall_success,seed,task1_success,task2_success,task3_success,task4_success,task5_success,task_ids,topology_source
0.2,pointmaze-teleport-stitch-v0,10,0.995,6,bellman_matched,4,45,0.38,0,0.0,0.5,0.6,0.4,0.4,all,dataset
0.2,pointmaze-teleport-stitch-v0,10,0.995,6,sto_trl_matched,4,45,0.9800000000000001,0,0.9,1.0,1.0,1.0,1.0,all,dataset
0.2,pointmaze-teleport-stitch-v0,10,0.995,180,bellman_full,4,45,0.9800000000000001,0,0.9,1.0,1.0,1.0,1.0,all,dataset
