advance_distance,bc_batch_size,bc_hidden_dims,bc_layer_norm,bc_lr,bc_max_future,bc_min_future,bc_rel_scale,bc_steps,env,episodes_per_task,eval_action_repeat,full_iters,gamma,goal_representation,iters,max_episode_steps,method,min_jump_count,n_actions,n_states,overall_success,path_mode,seed,task1_final_dist,task1_final_x,task1_final_y,task1_length,task1_success,task2_final_dist,task2_final_x,task2_final_y,task2_length,task2_success,task3_final_dist,task3_final_x,task3_final_y,task3_length,task3_success,task4_final_dist,task4_final_x,task4_final_y,task4_length,task4_success,task5_final_dist,task5_final_x,task5_final_y,task5_length,task5_success,task_ids,waypoint_lookahead
1.5,1024,"256,256,256",1,0.0003,80,5,12.614615440368652,5000,antmaze-teleport-stitch-v0,3,1,180,0.995,xy,6,,bellman_matched,20,4,45,0.3333333333333333,greedy,0,42.51568844195409,35.37595211069037,-0.14361538974163676,1000.0,0.0,26.736484058675057,23.964561030447424,-0.3269271164368247,1000.0,0.0,17.90440426593739,27.54708940893586,8.22090457726996,701.0,0.3333333333333333,8.80535939425298,31.77691074652221,16.15327743826367,400.6666666666667,0.6666666666666666,11.843486780129004,8.04067471177906,16.39460934493906,500.3333333333333,0.6666666666666666,all,1
