action_agreement_to_full,action_agreement_to_target,buffered_final_steps,distill_steps,env,episodes_per_task,eval_mode,eval_seconds,family,feature_mode,final_loss,full_iters,gamma,iters,max_episode_steps,method,model_max_steps,model_rollout_mode,n_actions,n_states,operator_iters,overall_success,profile_action_ms_per_step,profile_action_seconds,profile_env_step_ms,profile_env_step_seconds,profile_env_steps,profile_reset_seconds,rank_ce_weight,seed,steps_per_iter,target_buffer_monotone,task1_length,task1_success,task2_length,task2_success,task3_length,task3_success,task4_length,task4_success,task5_length,task5_success,task_ids,train_seconds,transition_l1,transition_model,transition_oracle_l1,transition_oracle_top1,transition_seed,transition_steps,transition_target_source,transition_top1,value_hidden_dims,value_max_abs_to_full,value_max_abs_to_target,value_mse_to_full,value_mse_to_target,value_seed,warmup_steps
0.5515151515151515,0.6202020202020202,0,5000,pointmaze-teleport-stitch-v0,10,env,3.6862917090184055,qhead,raw_obs_onehot,0.0027863618452101946,180,0.995,6,,qhead_bellman_td,,,4,45,6,0.04,0.00894098063611759,0.4296677654492669,0.06626854699881927,3.184601294575259,48056.0,0.05058526591164991,0.05,0,350,,1000.0,0.0,1000.0,0.0,1000.0,0.0,1000.0,0.0,805.6,0.2,all,12.438181593024638,0.007263472724417972,raw_obs_mlp,0.05177454499993649,0.9555555555555556,0,2000,dataset_cell_changes,0.9591836734693877,"256,256",0.9606935633955258,0.6544851346671234,0.5180673889318869,0.018409980161352424,0,600
0.9585858585858585,0.9777777777777777,0,5000,pointmaze-teleport-stitch-v0,10,env,1.3846718979766592,qhead,raw_obs_onehot,0.003612230531871319,180,0.995,6,,qhead_sto_trl_target_fit,,,4,45,6,0.9800000000000001,0.009342916525063113,0.16029641882050782,0.06785905104607214,1.1642577387974598,17157.0,0.05097458517411724,0.05,0,350,,401.3,0.9,246.8,1.0,235.2,1.0,406.5,1.0,425.9,1.0,all,20.493381577020045,0.007263472724417972,raw_obs_mlp,0.05177454499993649,0.9555555555555556,0,2000,dataset_cell_changes,0.9591836734693877,"256,256",1.0,1.0,0.008296356620199678,0.007533452802188434,0,600
0.7156565656565657,1.0,0,5000,pointmaze-teleport-stitch-v0,10,env,2.0361719090142287,table,raw_obs_onehot,0.0,180,0.995,6,,table_bellman_matched,,,4,45,0,0.52,0.008786874304936227,0.23350239777937531,0.06579200392646099,1.7483567123417743,26574.0,0.0429136460297741,0.05,0,350,,562.0,0.5,553.5,0.5,420.8,0.6,622.1,0.4,499.0,0.6,all,0.0,0.007263472724417972,raw_obs_mlp,0.05177454499993649,0.9555555555555556,0,2000,dataset_cell_changes,0.9591836734693877,"256,256",0.9606257117556668,0.0,0.46460388751944176,0.0,0,600
0.9808080808080808,1.0,0,5000,pointmaze-teleport-stitch-v0,10,env,1.380244595988188,table,raw_obs_onehot,0.0,180,0.995,6,,table_sto_trl_matched,,,4,45,0,0.9800000000000001,0.009337067776411457,0.16019607183989137,0.0676481449826907,1.1606392234680243,17157.0,0.050249992054887116,0.05,0,350,,401.3,0.9,246.8,1.0,235.2,1.0,406.5,1.0,425.9,1.0,all,0.0,0.007263472724417972,raw_obs_mlp,0.05177454499993649,0.9555555555555556,0,2000,dataset_cell_changes,0.9591836734693877,"256,256",0.26652031125348463,0.0,0.0012558622476503635,0.0,0,600
1.0,1.0,0,5000,pointmaze-teleport-stitch-v0,10,env,1.3558385269716382,table,raw_obs_onehot,0.0,180,0.995,180,,table_full_bellman,,,4,45,0,0.9800000000000001,0.009052909956689004,0.15695029991911724,0.06598953653138559,1.1440605948446319,17337.0,0.0458733820123598,0.05,0,350,,419.3,0.9,246.8,1.0,235.2,1.0,406.5,1.0,425.9,1.0,all,0.0,0.007263472724417972,raw_obs_mlp,0.05177454499993649,0.9555555555555556,0,2000,dataset_cell_changes,0.9591836734693877,"256,256",0.0,0.0,0.0,0.0,0,600
0.5515151515151515,0.6202020202020202,0,5000,pointmaze-teleport-stitch-v0,10,env,3.559269106015563,qhead,raw_obs_onehot,0.0027863618452101946,180,0.995,6,,qhead_bellman_td,,,4,45,6,0.02,0.008286625365544672,0.4062766684219241,0.06305753725980807,3.09158493677387,49028.0,0.04354966292157769,0.05,1,350,,1000.0,0.0,1000.0,0.0,1000.0,0.0,1000.0,0.0,902.8,0.1,all,12.438181593024638,0.007263472724417972,raw_obs_mlp,0.05177454499993649,0.9555555555555556,0,2000,dataset_cell_changes,0.9591836734693877,"256,256",0.9606935633955258,0.6544851346671234,0.5180673889318869,0.018409980161352424,0,600
0.9585858585858585,0.9777777777777777,0,5000,pointmaze-teleport-stitch-v0,10,env,1.5660956429783255,qhead,raw_obs_onehot,0.003612230531871319,180,0.995,6,,qhead_sto_trl_target_fit,,,4,45,6,0.8800000000000001,0.008690236558466595,0.17940124351298437,0.06445673295899264,1.330644795205444,20644.0,0.045888699823990464,0.05,1,350,,401.9,0.9,322.4,0.9,387.9,0.8,524.5,0.8,427.7,1.0,all,20.493381577020045,0.007263472724417972,raw_obs_mlp,0.05177454499993649,0.9555555555555556,0,2000,dataset_cell_changes,0.9591836734693877,"256,256",1.0,1.0,0.008296356620199678,0.007533452802188434,0,600
0.7156565656565657,1.0,0,5000,pointmaze-teleport-stitch-v0,10,env,2.713376077997964,table,raw_obs_onehot,0.0,180,0.995,6,,table_bellman_matched,,,4,45,0,0.2800000000000001,0.008284534558004819,0.3071905414108187,0.06333225869761776,2.3483601525076665,37080.0,0.04324624233413488,0.05,1,350,,638.5,0.4,646.7,0.4,614.9,0.4,905.1,0.1,902.8,0.1,all,0.0,0.007263472724417972,raw_obs_mlp,0.05177454499993649,0.9555555555555556,0,2000,dataset_cell_changes,0.9591836734693877,"256,256",0.9606257117556668,0.0,0.46460388751944176,0.0,0,600
0.9808080808080808,1.0,0,5000,pointmaze-teleport-stitch-v0,10,env,1.5303724620025605,table,raw_obs_onehot,0.0,180,0.995,6,,table_sto_trl_matched,,,4,45,0,0.8800000000000001,0.008428049189494401,0.17398864746792242,0.0629302583394579,1.2991322531597689,20644.0,0.04745040804846212,0.05,1,350,,401.9,0.9,322.4,0.9,387.9,0.8,524.5,0.8,427.7,1.0,all,0.0,0.007263472724417972,raw_obs_mlp,0.05177454499993649,0.9555555555555556,0,2000,dataset_cell_changes,0.9591836734693877,"256,256",0.26652031125348463,0.0,0.0012558622476503635,0.0,0,600
1.0,1.0,0,5000,pointmaze-teleport-stitch-v0,10,env,1.5867438849527389,table,raw_obs_onehot,0.0,180,0.995,180,,table_full_bellman,,,4,45,0,0.8800000000000001,0.008745948915585198,0.18212564021814615,0.0646789979052199,1.346875452378299,20824.0,0.047946069680619985,0.05,1,350,,419.9,0.9,322.4,0.9,387.9,0.8,524.5,0.8,427.7,1.0,all,0.0,0.007263472724417972,raw_obs_mlp,0.05177454499993649,0.9555555555555556,0,2000,dataset_cell_changes,0.9591836734693877,"256,256",0.0,0.0,0.0,0.0,0,600
