action_bin_levels,action_gain,action_mode,action_scale,action_smoothing,action_threshold,bc_eval_backend,bc_policy,cell_size,env,episodes_per_task,eval_seconds,gamma,iters,max_episode_steps,method,n_edges,n_states,overall_success,polish_iters,profile_action_ms_per_step,profile_action_seconds,profile_env_step_ms,profile_env_step_seconds,profile_env_steps,profile_reset_seconds,proximity_weight,seed,task4_length,task4_success,task_ids,transition_candidates,transition_k
3,1.0,transition_value,0.2,0.0,0.25,numpy,,1.0,pointmaze-teleport-stitch-v0,3,0.8820836530067027,0.995,220,,bellman_full,4598,565,0.0,0,0.2124756327442204,0.6374268982326612,0.07949958683457226,0.23849876050371677,3000.0,0.0028892680420540273,0.02,0,1000.0,0.0,4,256,5
