training/actor/actor_loss,training/critic/actor_better_frac,training/critic/distill_loss,training/critic/improve_frac,training/critic/mc_loss,training/critic/q_actor_target_mean,training/critic/q_behavior_target_mean,training/critic/q_loss,training/critic/q_max,training/critic/q_mean,training/critic/q_min,training/critic/q_td_target_mean,training/critic/td_loss,training/critic/total_loss,training/critic/z_mc_target_mean,training/critic/z_mean,training/critic/z_target_mean,training/grad/max,training/grad/min,training/grad/norm,validation/actor/actor_loss,validation/critic/actor_better_frac,validation/critic/distill_loss,validation/critic/improve_frac,validation/critic/mc_loss,validation/critic/q_actor_target_mean,validation/critic/q_behavior_target_mean,validation/critic/q_loss,validation/critic/q_max,validation/critic/q_mean,validation/critic/q_min,validation/critic/q_td_target_mean,validation/critic/td_loss,validation/critic/total_loss,validation/critic/z_mc_target_mean,validation/critic/z_mean,validation/critic/z_target_mean,time/epoch_time,time/total_time,step
59.962616,0.875,0.0,0.015625,4.4304657,0.21070352,0.18550222,2.5223948e-05,0.96453553,0.17399476,2.6139119e-06,0.2107817,0.0021583168,0.8882767,-0.364365,-5.214433,-9.829342,94.253105,-86.8486,793.8092,62.74115,0.859375,0.0,0.03125,4.663183,0.20675679,0.18158244,0.0023967507,0.99718755,0.1931976,2.429434e-06,0.20733398,0.00063484587,0.9356683,-0.42342502,-5.4703903,-10.357894,1.806837558746338,1.8068592548370361,1
68.350975,0.890625,0.0,0.015625,4.501009,0.24376063,0.22222227,0.000416363,0.9938547,0.22849172,8.494136e-07,0.24354869,0.0008778559,0.901496,-0.3829991,-5.200602,-10.27194,102.94471,-91.617386,894.4593,59.000195,0.90625,0.0,0.0,3.8695922,0.24727435,0.21215156,0.0,0.95150834,0.2499211,1.9085066e-06,0.24765381,0.0006853205,0.7746038,-0.38240507,-4.571018,-9.322418,0.01788473129272461,1.8247532844543457,2
