training/actor/actor_loss,training/actor/bc_log_prob,training/actor/bc_loss,training/actor/mse,training/actor/q_abs_mean,training/actor/q_loss,training/actor/q_mean,training/actor/std,training/critic/distill_loss,training/critic/improve_frac,training/critic/mc_loss,training/critic/q_loss,training/critic/q_max,training/critic/q_mean,training/critic/q_min,training/critic/total_loss,training/critic/z_mc_target_mean,training/critic/z_mean,training/critic/z_target_mean,training/grad/max,training/grad/min,training/grad/norm,validation/actor/actor_loss,validation/actor/bc_log_prob,validation/actor/bc_loss,validation/actor/mse,validation/actor/q_abs_mean,validation/actor/q_loss,validation/actor/q_mean,validation/actor/std,validation/critic/distill_loss,validation/critic/improve_frac,validation/critic/mc_loss,validation/critic/q_loss,validation/critic/q_max,validation/critic/q_mean,validation/critic/q_min,validation/critic/total_loss,validation/critic/z_mc_target_mean,validation/critic/z_mean,validation/critic/z_target_mean,time/epoch_time,time/total_time,step
-0.92401904,-2.4386458,0.073159374,0.6007689,0.7392288,-0.99717844,0.737144,1.0,0.0,0.005859375,0.037126303,0.0008253343,0.9468298,0.70954543,0.46215415,0.037951637,-0.36702648,-0.3498621,-1.1977147,0.06543728,-0.025947887,0.6974802,-0.92462647,-2.423995,0.07271986,0.5861182,0.7317699,-0.99734634,0.7298291,1.0,0.0,0.001953125,0.04241833,3.3166046e-08,0.9569824,0.7150965,0.45090482,0.042418364,-0.3584637,-0.3441404,-1.1795726,0.06334550857543945,6.334570407867432,100
-0.92131114,-2.620442,0.07861325,0.7825649,0.7306098,-0.99992436,0.73055553,1.0,0.0,0.00390625,0.037391983,1.8644967e-05,0.8508405,0.68807757,0.4943307,0.037410628,-0.3737329,-0.377464,-0.92751956,0.041843764,-0.07893867,0.56944215,-0.91976357,-2.6745021,0.08023506,0.8366249,0.74766356,-0.9999986,0.74766356,1.0,0.0,0.00390625,0.039979436,1.5398486e-05,0.85971844,0.6897627,0.4937071,0.039994832,-0.3856762,-0.3765632,-0.9300294,0.00440011978149414,6.774610996246338,200
