covered_sa_frac,covered_state_frac,decision_correct,distance_mse,env,expected_length,family,final_loss,gamma,goal_reach_frac,long_horizon_mse,matched_sweeps,mean_length,method,n_trajectories,operator_iters,optimal_start_action,optimal_start_value,overestimate_mean,p_success,pred_start_risky,pred_start_safe,regret,risky_action,risky_overestimate_ratio,safe_length,seed,start_action,start_value,success_rate,train_seconds,transition_source,triangle_violation_rate,true_start_risky,true_start_safe,underestimate_mean,value_mse
0.8947368421052632,1.0,0.0,11064384.087697906,risky_L16_p0.02,62.75999999999991,table,0.0,0.995,0.5055,0.8570623657657059,5,8.9985,table_bellman_matched,2000.0,,0,0.9229311239742362,2.6956055572334617e-05,0.02,0.02250056818181818,0.0,0.9031306239742362,1.0,1.1363636363636362,16,0,1.0,0.019800500000000002,0.02,0.0,estimated,0.017,0.019800500000000002,0.9229311239742362,0.34763487037599433,0.33068791361073413
0.8947368421052632,1.0,1.0,6.4853523832597375,risky_L16_p0.02,16.0,table,0.0,0.995,0.5055,2.9259411582644576e-07,5,8.9985,table_sto_trl_matched,2000.0,,0,0.9229311239742362,2.6956055572417976e-05,0.02,0.02250056818181818,0.9229311239742366,0.0,0.0,1.1363636363636362,16,0,0.0,0.9229311239742362,1.0,0.0,estimated,0.0,0.019800500000000002,0.9229311239742362,2.6956055572334018e-05,1.458110211759664e-07
0.8947368421052632,1.0,0.0,12263965.737496579,risky_L16_p0.02,62.75999999999991,table,0.0,0.995,0.5055,0.45376500525513497,5,8.9985,table_support_trl,2000.0,,0,0.9229311239742362,0.006594767441860507,0.02,0.990025,0.9229311239742366,0.9031306239742362,1.0,50.0,16,0,1.0,0.019800500000000002,0.02,0.0,estimated,0.0,0.019800500000000002,0.9229311239742362,0.38892181230475065,0.38256086379650694
0.8947368421052632,1.0,1.0,6.4853523832597375,risky_L16_p0.02,16.0,table,0.0,0.995,0.5055,2.9259411582644576e-07,5,8.9985,table_full_bellman,2000.0,,0,0.9229311239742362,2.6956055572334617e-05,0.02,0.02250056818181818,0.9229311239742362,0.0,0.0,1.1363636363636362,16,0,0.0,0.9229311239742362,1.0,0.0,estimated,0.0,0.019800500000000002,0.9229311239742362,2.6956055572334018e-05,1.458110211759664e-07
0.8947368421052632,1.0,1.0,2171875.9890698744,risky_L16_p0.02,64.0,neural,0.00012933398829773068,0.995,0.5055,0.8560704648581605,5,8.9985,neural_bellman_td,2000.0,5,0,0.9229311239742362,0.005995479980710713,0.02,5.1400931511125236e-08,0.0017618815181776881,0.9229311239742362,0.0,2.595941087908145e-06,16,0,0.0,0.0,0.0,1.6108237049775198,estimated,0.151,0.019800500000000002,0.9229311239742362,0.3739799423350338,0.355407263813876
0.8947368421052632,1.0,1.0,21946.871243592526,risky_L16_p0.02,16.0,neural,3.52124116034247e-05,0.995,0.5055,0.0030067580585648843,5,8.9985,neural_sto_trl,2000.0,5,0,0.9229311239742362,0.026523311692229927,0.02,0.03437791392207146,0.9999797344207764,0.0,0.0,1.7362144350936317,16,0,0.0,0.9229311239742362,1.0,1.3128805180313066,estimated,0.069,0.019800500000000002,0.9229311239742362,0.00013792663191603758,0.0011029061779092699
0.8947368421052632,1.0,0.0,1076947.7652578598,risky_L16_p0.02,62.75999999999991,neural,7.87838416727027e-06,0.995,0.5055,0.45368176177245306,5,8.9985,neural_support_trl,2000.0,5,0,0.9229311239742362,0.006806353711229875,0.02,0.9997026324272156,0.9220755100250244,0.9031306239742362,1.0,50.48875697215805,16,0,1.0,0.019800500000000002,0.02,1.43392835004488,estimated,0.083,0.019800500000000002,0.9229311239742362,0.38872911494466683,0.3818424708342865
0.8947368421052632,1.0,0.0,11064385.016115844,risky_L16_p0.05,60.90000000000007,table,0.0,0.995,0.523,0.8241021921778651,5,8.9985,table_bellman_matched,2000.0,,0,0.9229311239742362,7.227348233162184e-05,0.05,0.05674056324110672,0.0,0.8734298739742361,1.0,1.1462450592885374,16,0,1.0,0.049501250000000004,0.05,0.0,estimated,0.017,0.049501250000000004,0.9229311239742362,0.3476801878027536,0.330688815979129
0.8947368421052632,1.0,1.0,7.413770318597777,risky_L16_p0.05,16.0,table,0.0,0.995,0.523,4.044897490087715e-06,5,8.9985,table_sto_trl_matched,2000.0,,0,0.9229311239742362,7.227348233170519e-05,0.05,0.05674056324110672,0.9229311239742366,0.0,0.0,1.1462450592885374,16,0,0.0,0.9229311239742362,1.0,0.0,estimated,0.0,0.049501250000000004,0.9229311239742362,7.22734823316207e-05,1.0481794160360193e-06
0.8947368421052632,1.0,0.0,12267921.72714236,risky_L16_p0.05,60.90000000000007,table,0.0,0.995,0.523,0.4462803969880241,5,8.9985,table_support_trl,2000.0,,0,0.9229311239742362,0.006594767441860507,0.05,0.990025,0.9229311239742366,0.8734298739742361,1.0,20.0,16,0,1.0,0.049501250000000004,0.05,0.0,estimated,0.0,0.049501250000000004,0.9229311239742362,0.38892181230475065,0.3820139266560759
