training/actor/actor_loss,training/actor/bc_log_prob,training/actor/bc_loss,training/actor/mse,training/actor/q_abs_mean,training/actor/q_loss,training/actor/q_mean,training/actor/std,training/critic/distill_loss,training/critic/q_loss,training/critic/q_max,training/critic/q_mean,training/critic/q_min,training/critic/total_loss,training/critic/z_mean,training/critic/z_target_mean,training/grad/max,training/grad/min,training/grad/norm,validation/actor/actor_loss,validation/actor/bc_log_prob,validation/actor/bc_loss,validation/actor/mse,validation/actor/q_abs_mean,validation/actor/q_loss,validation/actor/q_mean,validation/actor/std,validation/critic/distill_loss,validation/critic/q_loss,validation/critic/q_max,validation/critic/q_mean,validation/critic/q_min,validation/critic/total_loss,validation/critic/z_mean,validation/critic/z_target_mean,time/epoch_time,time/total_time,step
1.0816243,-2.7208166,0.0816245,0.88293964,4.8531113,0.9999998,-4.8531113,1.0,0.0,0.08429538,0.525437,0.05012276,0.00021274305,0.08429538,-4.086932,-4.3106704,0.1764575,-0.1519911,1.9806461,1.08124,-2.7080083,0.08124024,0.870131,4.795959,0.9999998,-4.795959,1.0,0.0,0.12821579,0.5166672,0.05197466,0.00016964402,0.12821579,-4.0919952,-4.4087143,0.06745548725128174,6.74556565284729,100
1.0801092,-2.6703122,0.08010936,0.832435,7.3889546,0.9999999,-7.3889546,1.0,0.0,0.19795728,0.19224153,0.014556145,4.890247e-07,0.19795728,-6.1435146,-6.352029,0.06350067,-0.06430054,1.1334846,1.0804018,-2.6800642,0.08040193,0.8421871,7.266413,0.9999999,-7.266413,1.0,0.0,0.22710773,0.5346177,0.022176128,1.1366266e-06,0.22710773,-6.2233353,-6.622545,0.004167351722717285,7.1623215675354,200
